Player Number,Height (cm),Weight (kg)
9362,187.96,92.1
9363,172.72,67.1
9364,154.94,79.8
9365,152.4,73
9366,195.58,93
9367,175.26,71.2
9368,175.26,67.1
9369,152.4,73.9
9370,190.5,79.8
9371,152.4,69.9
9372,187.96,83.9
9373,187.96,82.1
9374,187.96,81.2
9375,154.94,77.1
9376,170.18,74.8
9377,152.4,74.8
9378,154.94,71.2
9379,172.72,59.9
9380,185.42,83.9
9381,175.26,78
9382,175.26,69.9
9383,175.26,74.8
9384,185.42,87.1
9385,152.4,68.9
9386,182.88,78.9
9387,182.88,69.9
9388,193.04,66.2
9389,187.96,78
9390,154.94,74.8
9391,154.94,69.9
9392,182.88,68
9393,152.4,71.2
9394,187.96,82.1
9395,152.4,62.1
9396,182.88,81.2
9397,154.94,73
9398,175.26,73
9399,187.96,77.1
9400,152.4,68.9
9401,190.5,93
9402,170.18,66.2
9403,152.4,67.1
9404,175.26,73
9405,154.94,74.8
9406,175.26,66.2
9407,175.26,79.8
9408,152.4,86.2
9409,193.04,89.8
9410,152.4,71.2
9411,185.42,83
9412,152.4,68.9
9413,185.42,78.9
9414,185.42,81.2
9415,175.26,68.9
9416,187.96,83.9
9417,190.5,79.8
9418,190.5,84.8
9419,182.88,78
9420,152.4,72.1
9421,154.94,69.9
9422,170.18,64.9
9423,154.94,77.1
9424,175.26,63
9425,193.04,78
9426,154.94,73.9
9427,198.12,81.2
9428,154.94,69.9
9429,187.96,87.1
9430,152.4,73
9431,187.96,79.8
9432,154.94,74.8
9433,185.42,69.9
9434,195.58,89.8
9435,187.96,78
9436,187.96,79.8
9437,154.94,73.9
9438,154.94,72.1
9439,170.18,68
9440,185.42,73.9
9441,175.26,68
9442,154.94,67.1
9443,154.94,72.1
9444,182.88,74.8
9445,152.4,77.1
9446,172.72,68.9
9447,185.42,74.8
9448,175.26,71.2
9449,175.26,74.8
9450,152.4,72.1
9451,182.88,81.2
9452,193.04,72.1
9453,175.26,71.2
9454,172.72,66.2
9455,182.88,74.8
9456,175.26,73.9
9457,175.26,66.2
9458,187.96,82.1
9459,185.42,72.1
9460,175.26,69.9
9461,185.42,74.8
9462,165.1,59
9463,175.26,74.8
9464,182.88,79.8
9465,182.88,78
9466,182.88,78.9
9467,182.88,79.8
9468,172.72,78
9469,182.88,76.2
9470,162.56,64
9471,152.4,72.1
9472,170.18,66.2
9473,185.42,74.8
9474,152.4,83.9
9475,182.88,81.2
9476,182.88,72.1
9477,187.96,77.1
9478,187.96,83
9479,182.88,77.1
9480,172.72,54.9
9481,182.88,79.8
9482,187.96,77.1
9483,154.94,73
9484,152.4,64.9
9485,152.4,74.8
9486,185.42,78.9
9487,185.42,78
9488,185.42,78
9489,182.88,76.2
9490,190.5,82.1
9491,190.5,76.2
9492,170.18,57.2
9493,152.4,68.9
9494,185.42,76.2
9495,175.26,72.1
9496,175.26,64
9497,154.94,78
9498,175.26,64.9
9499,175.26,69.9
9500,182.88,74.8
9501,175.26,73
9502,152.4,71.2
9503,185.42,73.9
9504,152.4,74.8
9505,175.26,72.1
9506,182.88,79.8
9507,170.18,64
9508,182.88,71.2
9509,187.96,83.9
9510,167.64,72.1
9511,175.26,72.1
9512,152.4,68.9
9513,152.4,69.9
9514,182.88,77.1
9515,193.04,88
9516,185.42,73
9517,187.96,77.1
9518,190.5,79.8
9519,185.42,77.1
9520,152.4,74.8
9521,187.96,71.2
9522,152.4,78
9523,182.88,77.1
9524,185.42,68
9525,175.26,68
9526,154.94,69.9
9527,185.42,73
9528,152.4,77.1
9529,185.42,77.1
9530,190.5,84.8
9531,152.4,76.2
9532,152.4,79.8
9533,187.96,77.1
9534,172.72,69.9
9535,185.42,72.1
9536,187.96,78.9
9537,187.96,83
9538,187.96,74.8
9539,172.72,64.9
9540,185.42,79.8
9541,187.96,79.8
9542,154.94,76.2
9543,190.5,82.1
9544,185.42,83.9
9545,175.26,63
9546,152.4,74.8
9547,182.88,74.8
9548,187.96,78
9549,182.88,71.2
9550,185.42,71.2
9551,185.42,79.8
9552,185.42,78.9
9553,165.1,60.8
9554,152.4,68
9555,170.18,54.9
9556,190.5,86.2
9557,193.04,82.1
9558,182.88,74.8
9559,172.72,64
9560,187.96,83
9561,154.94,69.9
9562,187.96,78
9563,182.88,74.8
9564,154.94,73.9
9565,190.5,83
9566,185.42,78
9567,175.26,59.9
9568,154.94,69.9
9569,152.4,73.9
9570,187.96,79.8
9571,154.94,77.1
9572,152.4,69.9
9573,182.88,73
9574,195.58,84.8
9575,152.4,73
9576,182.88,83.9
9577,182.88,73.9
9578,190.5,83
9579,193.04,82.1
9580,187.96,78
9581,170.18,64.9
9582,154.94,71.2
9583,175.26,66.2
9584,154.94,71.2
9585,172.72,66.2
9586,187.96,84.8
9587,154.94,79.8
9588,152.4,72.1
9589,182.88,83.9
9590,182.88,72.1
9591,152.4,71.2
9592,193.04,79.8
9593,154.94,74.8
9594,170.18,68
9595,175.26,68.9
9596,182.88,72.1
9597,182.88,73.9
9598,187.96,81.2
9599,172.72,69.9
9600,182.88,78
9601,175.26,64
9602,195.58,79.8
9603,175.26,71.2
9604,152.4,71.2
9605,182.88,73
9606,170.18,67.1
9607,152.4,74.8
9608,154.94,74.8
9609,154.94,76.2
9610,172.72,63
9611,182.88,79.8
9612,190.5,83
9613,185.42,82.1
9614,154.94,73
9615,154.94,78.9
9616,185.42,86.2
9617,190.5,81.2
9618,182.88,83
9619,185.42,77.1
9620,185.42,83.9
9621,152.4,73
9622,187.96,86.2
9623,175.26,77.1
9624,154.94,67.1
9625,185.42,73.9
9626,182.88,78
9627,152.4,77.1
9628,175.26,64.9
9629,175.26,68.9
9630,152.4,73
9631,172.72,68
9632,170.18,62.1
9633,152.4,73
9634,182.88,78
9635,190.5,83.9
9636,170.18,60.8
9637,152.4,72.1
9638,172.72,73.9
9639,187.96,84.8
9640,154.94,74.8
9641,185.42,82.1
9642,175.26,64.9
9643,195.58,78
9644,182.88,73
9645,152.4,73.9
9646,165.1,63
9647,187.96,81.2
9648,182.88,76.2
9649,182.88,74.8
9650,154.94,66.2
9651,170.18,72.1
9652,182.88,83
9653,185.42,82.1
9654,175.26,74.8
9655,182.88,76.2
9656,182.88,78.9
9657,182.88,69.9
9658,182.88,79.8
9659,193.04,86.2
9660,175.26,72.1
9661,165.1,62.1
9662,187.96,78
9663,195.58,83.9
9664,152.4,72.1
9665,175.26,78
9666,187.96,89.8
9667,185.42,82.1
9668,152.4,72.1
9669,170.18,68.9
9670,167.64,58.1
9671,185.42,82.1
9672,170.18,68.9
9673,175.26,59.9
9674,182.88,73.9
9675,152.4,78.9
9676,152.4,78
9677,185.42,78.9
9678,182.88,78
9679,165.1,63
9680,175.26,58.1
9681,152.4,68
9682,182.88,78
9683,172.72,76.2
9684,172.72,68
9685,185.42,79.8
9686,187.96,59.9
9687,187.96,81.2
9688,187.96,83.9
9689,172.72,68.9
9690,172.72,84.8
9691,185.42,74.8
9692,172.72,59.9
9693,182.88,81.2
9694,193.04,78.9
9695,187.96,74.8
9696,152.4,76.2
9697,154.94,74.8
9698,185.42,72.1
9699,175.26,76.2
9700,185.42,78
9701,154.94,73
9702,172.72,68
9703,170.18,68
9704,152.4,73.9
9705,152.4,77.1
9706,187.96,78
9707,187.96,73
9708,182.88,73
9709,187.96,84.8
9710,154.94,82.1
9711,182.88,76.2
9712,187.96,81.2
9713,175.26,69.9
9714,154.94,73
9715,172.72,71.2
9716,187.96,78.9
9717,167.64,64.9
9718,193.04,73
9719,185.42,83
9720,167.64,68
9721,154.94,76.2
9722,193.04,79.8
9723,187.96,93.9
9724,185.42,74.8
9725,187.96,93
9726,152.4,74.8
9727,187.96,79.8
9728,182.88,73.9
9729,152.4,78
9730,193.04,83
9731,175.26,72.1
9732,200.66,102.1
9733,152.4,73.9
9734,152.4,72.1
9735,175.26,72.1
9736,152.4,71.2
9737,170.18,67.1
9738,154.94,71.2
9739,154.94,77.1
9740,154.94,73
9741,187.96,89.8
9742,172.72,67.1
9743,170.18,67.1
9744,182.88,73
9745,175.26,67.1
9746,185.42,77.1
9747,182.88,86.2
9748,175.26,71.2
9749,172.72,69.9
9750,154.94,64.9
9751,182.88,73
9752,154.94,71.2
9753,185.42,74.8
9754,187.96,76.2
9755,175.26,78
9756,154.94,78
9757,193.04,88.9
9758,154.94,69.9
9759,190.5,83.9
9760,152.4,68
9761,198.12,93
9762,187.96,83.9
9763,198.12,88
9764,172.72,69.9
9765,187.96,83.9
9766,175.26,63
9767,182.88,73
9768,175.26,72.1
9769,152.4,68
9770,175.26,74.8
9771,182.88,74.8
9772,152.4,74.8
9773,175.26,68.9
9774,175.26,73.9
9775,193.04,84.8
9776,185.42,84.8
9777,152.4,68
9778,190.5,88.9
9779,182.88,74.8
9780,170.18,69.9
9781,182.88,79.8
9782,187.96,77.1
9783,190.5,78
9784,152.4,72.1
9785,185.42,78.9
9786,152.4,73.9
9787,167.64,71.2
9788,193.04,83
9789,187.96,74.8
9790,195.58,69.9
9791,190.5,81.2
9792,175.26,77.1
9793,152.4,64.9
9794,185.42,81.2
9795,185.42,82.1
9796,182.88,73.9
9797,182.88,73.9
9798,154.94,74.8
9799,152.4,64
9800,170.18,73
9801,182.88,73
9802,190.5,79.8
9803,170.18,63
9804,182.88,86.2
9805,152.4,72.1
9806,152.4,72.1
9807,182.88,76.2
9808,175.26,69.9
9809,172.72,73
9810,167.64,66.2
9811,190.5,88
9812,198.12,86.2
9813,154.94,74.8
9814,175.26,66.2
9815,185.42,74.8
9816,170.18,69.9
9817,190.5,83.9
9818,182.88,74.8
9819,154.94,74.8
9820,187.96,83.9
9821,187.96,78
9822,187.96,82.1
9823,193.04,82.1
9824,170.18,68
9825,175.26,71.2
9826,185.42,83
9827,182.88,69.9
9828,152.4,69.9
9829,193.04,87.1
9830,170.18,60.8
9831,154.94,73
9832,182.88,78
9833,154.94,83
9834,154.94,73
9835,185.42,73
9836,152.4,69.9
9837,154.94,76.2
9838,175.26,64
9839,185.42,83
9840,187.96,86.2
9841,187.96,84.8
9842,170.18,67.1
9843,182.88,73.9
9844,175.26,73.9
9845,182.88,72.1
9846,175.26,64.9
9847,185.42,78.9
9848,185.42,67.1
9849,193.04,74.8
9850,182.88,73.9
9851,187.96,78.9
9852,182.88,73
9853,152.4,72.1
9854,182.88,74.8
9855,187.96,89.8
9856,175.26,74.8
9857,152.4,64
9858,187.96,83
9859,182.88,73
9860,182.88,81.2
9861,170.18,63
9862,152.4,71.2
9863,152.4,64
9864,172.72,74.8
9865,170.18,68
9866,187.96,79.8
9867,187.96,76.2
9868,182.88,73.9
9869,185.42,83
9870,154.94,77.1
9871,170.18,67.1
9872,152.4,74.8
9873,185.42,68.9
9874,182.88,77.1
9875,152.4,74.8
9876,187.96,76.2
9877,187.96,76.2
9878,185.42,81.2
9879,182.88,69.9
9880,175.26,66.2
9881,175.26,69.9
9882,175.26,69.9
9883,187.96,74.8
9884,170.18,59.9
9885,154.94,76.2
9886,182.88,87.1
9887,175.26,69.9
9888,175.26,78
9889,193.04,83.9
9890,185.42,81.2
9891,185.42,78.9
9892,185.42,84.8
9893,152.4,73.9
9894,182.88,74.8
9895,152.4,68.9
9896,154.94,73
9897,182.88,73
9898,154.94,68
9899,182.88,72.1
9900,187.96,91.2
9901,187.96,77.1
9902,154.94,77.1
9903,187.96,81.2
9904,152.4,69.9
9905,182.88,78.9
9906,172.72,59.9
9907,154.94,74.8
9908,152.4,64.9
9909,187.96,84.8
9910,154.94,76.2
9911,185.42,72.1
9912,172.72,69.9
9913,152.4,73.9
9914,182.88,78
9915,175.26,68.9
9916,152.4,73.9
9917,198.12,82.1
9918,152.4,69.9
9919,175.26,68.9
9920,152.4,74.8
9921,154.94,74.8
9922,165.1,59.9
9923,152.4,73
9924,152.4,69.9
9925,185.42,72.1
9926,167.64,73.9
9927,182.88,76.2
9928,187.96,74.8
9929,175.26,69.9
9930,182.88,73
9931,185.42,74.8
9932,182.88,74.8
9933,154.94,73.9
9934,154.94,73
9935,170.18,63
9936,172.72,72.1
9937,182.88,77.1
9938,182.88,83
9939,182.88,76.2
9940,152.4,78
9941,185.42,88
9942,170.18,63
9943,154.94,78.9
9944,154.94,76.2
9945,185.42,76.2
9946,154.94,76.2
9947,175.26,67.1
9948,152.4,69.9
9949,182.88,78.9
9950,154.94,77.1
9951,172.72,69.9
9952,167.64,68
9953,182.88,67.1
9954,187.96,81.2
9955,152.4,79.8
9956,170.18,66.2
9957,170.18,64.9
9958,175.26,62.1
9959,152.4,69.9
9960,152.4,73.9
9961,175.26,72.1
9962,154.94,73.9
9963,185.42,82.1
9964,167.64,66.2
9965,182.88,78
9966,152.4,74.8
9967,182.88,78
9968,185.42,78
9969,185.42,83.9
9970,185.42,78
9971,175.26,62.1
9972,193.04,88
9973,190.5,82.1
9974,154.94,69.9
9975,185.42,79.8
9976,152.4,69.9
9977,182.88,73.9
9978,185.42,82.1
9979,152.4,77.1
9980,175.26,63
9981,167.64,74.8
9982,170.18,63
9983,170.18,66.2
9984,193.04,94.8
9985,187.96,81.2
9986,167.64,71.2
9987,185.42,78.9
9988,154.94,72.1
9989,182.88,78.9
9990,185.42,79.8
9991,175.26,71.2
9992,152.4,73.9
9993,185.42,78.9
9994,152.4,78.9
9995,182.88,71.2
9996,152.4,78
9997,190.5,89.8
9998,154.94,76.2
9999,154.94,69.9
10000,175.26,72.1
10001,187.96,86.2
10002,175.26,73.9
10003,193.04,78.9
10004,152.4,73
10005,193.04,88
10006,182.88,74.8
10007,175.26,73
10008,182.88,73
10009,154.94,77.1
10010,187.96,74.8
10011,172.72,68.9
10012,185.42,78
10013,190.5,77.1
10014,152.4,74.8
10015,187.96,87.1
10016,170.18,58.1
10017,187.96,76.2
10018,175.26,71.2
10019,193.04,84.8
10020,182.88,78
10021,154.94,84.8
10022,154.94,69.9
10023,185.42,77.1
10024,172.72,73
10025,187.96,86.2
10026,154.94,71.2
10027,187.96,84.8
10028,152.4,76.2
10029,152.4,74.8
10030,175.26,69.9
10031,190.5,86.2
10032,185.42,83
10033,182.88,69.9
10034,170.18,71.2
10035,175.26,64.9
10036,154.94,77.1
10037,154.94,92.1
10038,193.04,88
10039,152.4,73
10040,152.4,73
10041,187.96,78
10042,193.04,84.8
10043,172.72,68
10044,175.26,68
10045,152.4,64
10046,170.18,67.1
10047,175.26,69.9
10048,187.96,83
10049,172.72,68
10050,195.58,92.1
10051,195.58,76.2
10052,152.4,73.9
10053,175.26,84.8
10054,185.42,83
10055,187.96,81.2
10056,182.88,83
10057,172.72,72.1
10058,182.88,78.9
10059,182.88,77.1
10060,182.88,81.2
10061,182.88,78
10062,182.88,74.8
10063,185.42,83.9
10064,170.18,68
10065,182.88,69.9
10066,152.4,73.9
10067,187.96,78
10068,185.42,84.8
10069,185.42,78
10070,187.96,79.8
10071,182.88,76.2
10072,182.88,78
10073,190.5,79.8
10074,185.42,83.9
10075,193.04,88
10076,185.42,83
10077,154.94,78.9
10078,175.26,72.1
10079,182.88,78
10080,182.88,69.9
10081,182.88,79.8
10082,187.96,82.1
10083,185.42,74.8
10084,175.26,60.8
10085,154.94,73
10086,172.72,73
10087,154.94,79.8
10088,187.96,79.8
10089,170.18,64.9
10090,190.5,79.8
10091,175.26,77.1
10092,152.4,72.1
10093,172.72,68.9
10094,154.94,76.2
10095,187.96,79.8
10096,185.42,74.8
10097,193.04,83.9
10098,172.72,68
10099,165.1,60.8
10100,152.4,73
10101,185.42,74.8
10102,175.26,76.2
10103,175.26,72.1
10104,182.88,78.9
10105,175.26,66.2
10106,187.96,91.2
10107,152.4,73.9
10108,152.4,66.2
10109,198.12,92.1
10110,172.72,64
10111,170.18,57.2
10112,175.26,68
10113,175.26,66.2
10114,175.26,83
10115,187.96,87.1
10116,175.26,69.9
10117,187.96,76.2
10118,172.72,64
10119,182.88,83.9
10120,175.26,73
10121,172.72,69.9
10122,175.26,71.2
10123,154.94,76.2
10124,175.26,69.9
10125,187.96,86.2
10126,190.5,83
10127,154.94,68
10128,167.64,69.9
10129,182.88,76.2
10130,182.88,73.9
10131,175.26,76.2
10132,152.4,69.9
10133,185.42,78.9
10134,172.72,73
10135,185.42,74.8
10136,185.42,74.8
10137,190.5,79.8
10138,175.26,68.9
10139,154.94,77.1
10140,187.96,79.8
10141,190.5,74.8
10142,152.4,78.9
10143,182.88,73
10144,152.4,74.8
10145,187.96,88.9
10146,175.26,66.2
10147,187.96,77.1
10148,187.96,79.8
10149,170.18,63
10150,154.94,77.1
10151,154.94,69.9
10152,172.72,69.9
10153,167.64,64.9
10154,172.72,76.2
10155,182.88,72.1
10156,182.88,69.9
10157,185.42,81.2
10158,154.94,73.9
10159,152.4,78
10160,175.26,74.8
10161,190.5,83.9
10162,152.4,78.9
10163,185.42,83.9
10164,175.26,72.1
10165,152.4,73.9
10166,167.64,59.9
10167,154.94,74.8
10168,170.18,71.2
10169,152.4,64
10170,154.94,73.9
10171,182.88,72.1
10172,187.96,83.9
10173,185.42,79.8
10174,154.94,77.1
10175,190.5,88
10176,170.18,64.9
10177,175.26,68.9
10178,167.64,67.1
10179,175.26,69.9
10180,152.4,69.9
10181,182.88,73.9
10182,185.42,77.1
10183,152.4,78
10184,152.4,73
10185,154.94,74.8
10186,193.04,81.2
10187,187.96,76.2
10188,182.88,73
10189,172.72,69.9
10190,175.26,67.1
10191,175.26,73
10192,182.88,79.8
10193,175.26,68
10194,152.4,76.2
10195,154.94,76.2
10196,187.96,73
10197,152.4,73
10198,190.5,77.1
10199,193.04,88
10200,190.5,93
10201,175.26,68
10202,182.88,72.1
10203,190.5,73
10204,190.5,82.1
10205,170.18,68
10206,154.94,68.9
10207,190.5,87.1
10208,152.4,73.9
10209,185.42,77.1
10210,182.88,74.8
10211,185.42,83.9
10212,195.58,93.9
10213,175.26,74.8
10214,170.18,66.2
10215,175.26,67.1
10216,152.4,74.8
10217,175.26,69.9
10218,182.88,76.2
10219,182.88,77.1
10220,185.42,71.2
10221,182.88,73.9
10222,152.4,74.8
10223,154.94,73
10224,187.96,77.1
10225,185.42,74.8
10226,154.94,68
10227,193.04,84.8
10228,185.42,83
10229,167.64,69.9
10230,154.94,69.9
10231,187.96,77.1
10232,187.96,82.1
10233,187.96,79.8
10234,182.88,79.8
10235,195.58,93
10236,154.94,66.2
10237,175.26,69.9
10238,185.42,77.1
10239,187.96,82.1
10240,182.88,84.8
10241,152.4,69.9
10242,152.4,69.9
10243,182.88,72.1
10244,187.96,82.1
10245,182.88,81.2
10246,182.88,74.8
10247,190.5,78.9
10248,152.4,64
10249,182.88,69.9
10250,190.5,83
10251,182.88,78
10252,154.94,73
10253,193.04,88
10254,185.42,74.8
10255,185.42,78
10256,154.94,69.9
10257,185.42,79.8
10258,172.72,62.1
10259,182.88,77.1
10260,152.4,73.9
10261,154.94,74.8
10262,170.18,68.9
10263,185.42,78.9
10264,190.5,81.2
10265,152.4,74.8
10266,175.26,69.9
10267,175.26,68
10268,182.88,77.1
10269,170.18,64.9
10270,193.04,84.8
10271,170.18,67.1
10272,172.72,73
10273,152.4,73
10274,182.88,71.2
10275,190.5,88
10276,175.26,68.9
10277,154.94,79.8
10278,187.96,83
10279,193.04,86.2
10280,170.18,64.9
10281,167.64,64.9
10282,185.42,77.1
10283,152.4,73.9
10284,152.4,73.9
10285,152.4,68
10286,175.26,74.8
10287,185.42,83.9
10288,185.42,78
10289,170.18,63
10290,187.96,81.2
10291,175.26,64.9
10292,162.56,66.2
10293,187.96,73
10294,152.4,74.8
10295,175.26,69.9
10296,170.18,64
10297,182.88,72.1
10298,152.4,73
10299,154.94,73
10300,185.42,83
10301,182.88,78.9
10302,187.96,78.9
10303,154.94,72.1
10304,185.42,73
10305,193.04,84.8
10306,152.4,73.9
10307,187.96,87.1
10308,172.72,64.9
10309,152.4,69.9
10310,152.4,77.1
10311,175.26,64
10312,175.26,74.8
10313,190.5,81.2
10314,185.42,83
10315,172.72,73.9
10316,152.4,82.1
10317,154.94,74.8
10318,152.4,68.9
10319,152.4,73.9
10320,172.72,67.1
10321,185.42,73
10322,185.42,68
10323,154.94,73
10324,185.42,78.9
10325,152.4,77.1
10326,154.94,73
10327,187.96,78.9
10328,187.96,72.1
10329,152.4,72.1
10330,175.26,71.2
10331,193.04,86.2
10332,187.96,83
10333,154.94,68.9
10334,165.1,68.9
10335,185.42,73.9
10336,152.4,74.8
10337,175.26,66.2
10338,152.4,68
10339,182.88,78.9
10340,172.72,68.9
10341,175.26,77.1
10342,193.04,81.2
10343,154.94,69.9
10344,193.04,87.1
10345,182.88,81.2
10346,182.88,71.2
10347,175.26,68
10348,152.4,72.1
10349,154.94,72.1
10350,175.26,67.1
10351,170.18,68
10352,154.94,77.1
10353,152.4,73
10354,190.5,82.1
10355,154.94,71.2
10356,185.42,83
10357,190.5,79.8
10358,187.96,82.1
10359,154.94,72.1
10360,187.96,79.8
10361,175.26,77.1
10362,182.88,76.2
10363,187.96,83.9
10364,190.5,84.8
10365,185.42,81.2
10366,182.88,74.8
10367,182.88,77.1
10368,175.26,73.9
10369,193.04,82.1
10370,182.88,78.9
10371,172.72,64.9
10372,182.88,74.8
10373,185.42,78.9
10374,187.96,83
10375,190.5,83.9
10376,185.42,78
10377,172.72,68
10378,185.42,78
10379,152.4,69.9
10380,185.42,79.8
10381,187.96,81.2
10382,154.94,68.9
10383,182.88,64
10384,175.26,66.2
10385,182.88,78
10386,152.4,73.9
10387,152.4,78
10388,152.4,73.9
10389,175.26,73
10390,175.26,69.9
10391,170.18,69.9
10392,187.96,83
10393,182.88,71.2
10394,187.96,76.2
10395,187.96,78.9
10396,152.4,62.1
10397,182.88,71.2
10398,190.5,79.8
10399,185.42,78.9
10400,190.5,82.1
10401,187.96,81.2
10402,182.88,77.1
10403,152.4,69.9
10404,187.96,87.1
10405,182.88,74.8
10406,182.88,73.9
10407,152.4,73.9
10408,172.72,64.9
10409,167.64,63
10410,175.26,68
10411,175.26,66.2
10412,152.4,72.1
10413,182.88,74.8
10414,152.4,73
10415,170.18,64
10416,154.94,74.8
10417,182.88,81.2
10418,170.18,64.9
10419,172.72,68
10420,182.88,64.9
10421,187.96,83
10422,152.4,69.9
10423,182.88,77.1
10424,182.88,76.2
10425,172.72,64.9
10426,185.42,82.1
10427,167.64,68.9
10428,172.72,69.9
10429,182.88,69.9
10430,152.4,72.1
10431,193.04,72.1
10432,182.88,74.8
10433,185.42,76.2
10434,187.96,74.8
10435,172.72,66.2
10436,182.88,81.2
10437,154.94,68.9
10438,162.56,66.2
10439,185.42,79.8
10440,170.18,62.1
10441,170.18,72.1
10442,182.88,76.2
10443,175.26,69.9
10444,195.58,88.9
10445,154.94,73
10446,154.94,69.9
10447,154.94,69.9
10448,185.42,79.8
10449,152.4,74.8
10450,187.96,78.9
10451,152.4,71.2
10452,152.4,67.1
10453,187.96,79.8
10454,154.94,71.2
10455,175.26,69.9
10456,185.42,84.8
10457,152.4,71.2
10458,170.18,68
10459,175.26,73.9
10460,182.88,64.9
10461,185.42,83.9
10462,152.4,67.1
10463,154.94,73
10464,154.94,74.8
10465,175.26,63
10466,185.42,89.8
10467,187.96,88
10468,185.42,79.8
10469,154.94,74.8
10470,172.72,63
10471,152.4,78.9
10472,154.94,68.9
10473,154.94,67.1
10474,152.4,82.1
10475,187.96,88
10476,154.94,73.9
10477,167.64,68
10478,154.94,77.1
10479,172.72,67.1
10480,182.88,68.9
10481,170.18,64.9
10482,154.94,72.1
10483,175.26,69.9
10484,190.5,87.1
10485,185.42,81.2
10486,152.4,69.9
10487,172.72,64
10488,154.94,73
10489,175.26,73.9
10490,185.42,82.1
10491,152.4,66.2
10492,152.4,73
10493,187.96,84.8
10494,152.4,71.2
10495,182.88,82.1
10496,193.04,97.1
10497,152.4,69.9
10498,172.72,68.9
10499,154.94,74.8
10500,154.94,73
10501,154.94,74.8
10502,175.26,72.1
10503,185.42,74.8
10504,154.94,73
10505,170.18,69.9
10506,187.96,78.9
10507,182.88,73.9
10508,190.5,78.9
10509,154.94,73.9
10510,172.72,67.1
10511,172.72,66.2
10512,152.4,77.1
10513,152.4,73
10514,182.88,71.2
10515,175.26,69.9
10516,175.26,72.1
10517,175.26,68
10518,172.72,63
10519,182.88,76.2
10520,170.18,68.9
10521,165.1,63
10522,182.88,76.2
10523,152.4,68
10524,175.26,69.9
10525,182.88,74.8
10526,152.4,72.1
10527,175.26,72.1
10528,182.88,73.9
10529,175.26,74.8
10530,170.18,62.1
10531,152.4,68
10532,172.72,68.9
10533,170.18,68.9
10534,152.4,76.2
10535,152.4,62.1
10536,182.88,74.8
10537,182.88,73
10538,154.94,78
10539,152.4,72.1
10540,175.26,67.1
10541,154.94,68.9
10542,193.04,84.8
10543,175.26,67.1
10544,198.12,86.2
10545,154.94,74.8
10546,182.88,77.1
10547,187.96,83
10548,193.04,87.1
10549,170.18,68
10550,154.94,81.2
10551,167.64,68.9
10552,170.18,63
10553,154.94,78
10554,193.04,83.9
10555,154.94,78.9
10556,182.88,76.2
10557,195.58,87.1
10558,175.26,68
10559,182.88,76.2
10560,152.4,72.1
10561,185.42,76.2
10562,190.5,76.2
10563,190.5,82.1
10564,172.72,73.9
10565,185.42,74.8
10566,175.26,68
10567,182.88,74.8
10568,170.18,68.9
10569,170.18,67.1
10570,198.12,78
10571,190.5,89.8
10572,154.94,77.1
10573,182.88,79.8
10574,170.18,68
10575,187.96,79.8
10576,175.26,62.1
10577,154.94,74.8
10578,170.18,68
10579,198.12,97.1
10580,172.72,74.8
10581,152.4,74.8
10582,193.04,84.8
10583,172.72,69.9
10584,182.88,76.2
10585,182.88,78
10586,152.4,69.9
10587,190.5,84.8
10588,193.04,88.9
10589,187.96,83
10590,187.96,78
10591,175.26,67.1
10592,187.96,86.2
10593,154.94,78
10594,175.26,64.9
10595,167.64,64
10596,185.42,74.8
10597,152.4,74.8
10598,190.5,83
10599,175.26,64
10600,185.42,83
10601,190.5,88
10602,152.4,72.1
10603,187.96,74.8
10604,172.72,73.9
10605,152.4,71.2
10606,152.4,74.8
10607,182.88,73.9
10608,154.94,72.1
10609,193.04,81.2
10610,182.88,83
10611,185.42,76.2
10612,187.96,88
10613,175.26,71.2
10614,182.88,79.8
10615,152.4,67.1
10616,185.42,79.8
10617,185.42,84.8
10618,152.4,78
10619,152.4,76.2
10620,152.4,77.1
10621,187.96,73.9
10622,187.96,78
10623,152.4,74.8
10624,175.26,73.9
10625,175.26,69.9
10626,190.5,83
10627,182.88,78.9
10628,195.58,89.8
10629,185.42,73.9
10630,182.88,74.8
10631,182.88,73.9
10632,193.04,86.2
10633,187.96,69.9
10634,154.94,73.9
10635,154.94,74.8
10636,182.88,74.8
10637,172.72,64
10638,172.72,67.1
10639,182.88,79.8
10640,182.88,76.2
10641,170.18,73
10642,193.04,79.8
10643,170.18,73.9
10644,182.88,81.2
10645,182.88,83
10646,193.04,93
10647,185.42,73.9
10648,152.4,69.9
10649,182.88,83.9
10650,182.88,74.8
10651,170.18,73.9
10652,175.26,72.1
10653,154.94,68
10654,185.42,77.1
10655,187.96,68
10656,182.88,82.1
10657,182.88,74.8
10658,182.88,73
10659,175.26,64.9
10660,185.42,74.8
10661,152.4,69.9
10662,154.94,73
10663,182.88,73
10664,175.26,68
10665,182.88,81.2
10666,154.94,78.9
10667,187.96,82.1
10668,182.88,73
10669,187.96,84.8
10670,172.72,63
10671,182.88,71.2
10672,185.42,76.2
10673,190.5,78
10674,175.26,69.9
10675,182.88,73
10676,152.4,72.1
10677,185.42,86.2
10678,154.94,73
10679,185.42,82.1
10680,154.94,82.1
10681,185.42,81.2
10682,165.1,74.8
10683,182.88,78
10684,187.96,83
10685,190.5,74.8
10686,154.94,74.8
10687,152.4,73
10688,172.72,59.9
10689,152.4,73.9
