"","Label","Pyruvate","MethylSuccinate","Phosphoglyceric Acid","Glucose 1-phosphate","Malonic Acid","Fumaric Acid","Alpha-Ketoglutaric Acid","Sarcosine","Cadaverine","5-Aminovaleric Acid","Pipecolate","Tyramine","1-Methylhistidine","isoValeric Acid","2-Hydroxyisovaleric Acid","3-Methyl-2-Oxovaleric Acid","2-Aminoisobutyric acid","Creatinine","Betaine","Taurine","1-Methylhistamine","Pyroglutamic Acid","Creatine","4-Hydroxyproline","Homocysteine","Cysteamine","Carnitine","Glycerate","N-AcetylGlycine","Guanidinoacetate","Benzoic acid","Citraconic Acid","Glutaric Acid","Oxaloacetate","Anthranilate","2-Hydroxyglutarate","2-Aminoadipate","Homogentisate","Hydroxyphenylpyruvic acid","Kynurenate","Xanthurenate","Pantothenic acid","L-Kynurenine","3-Hydroxykynurenine","Cytidine","Uridine","1-Methyladenosine","Hypoxanthine","Oxypurinol","Xanthine","Orotate","Allantoin","Urate","Xanthosine","AMP","IMP","ADP","Adenylosuccinate","Choline","Dimethylglycine","Niacinamide","Methylmalonate","Ascorbic Acid","4-Pyridoxic acid","Biotin","Pyridoxal 5'-phosphate","Trimethylamine","Trimethylamine N-oxide","Shikimic Acid","Hippuric Acid","4-Hydroxybutyrate","Acetylcholine","Deoxycarnitine","13-HODE","18-Hydroxyarachidonic acid","Glycochenodeoxycholate","Acetylcarnitine","Azelaic Acid","Myristic Acid","Margaric Acid","Linoleic Acid","Linolenic Acid","Mannose","Sorbitol","Glyceraldehyde","Erythrose","myoinositol","Fructose","D-Glucoronic acid","N-Acetylneuraminic acid","Lactose","Sucrose","Ornithine","Citrulline","Propionate","Oxalic Acid","Acetoacetate","Adipic Acid","Ribose-5-P","Geranyl-PP","Glycine","Alanine","Serine","Proline","Valine","Threonine","Leucine","iso-Leucine","Asparagine","Aspartic Acid","Glutamine","Lysine","Glutamic acid","Methionine","Histidine","Phenylalanine","Arginine","Tyrosine","Tryptophan","Cystine","lactate","3-Hydroxybenzoic acid","Succinate","Glucose"
"16","1",13.96886,15.71727,14.20988,12.83255,12.71542,12.59181,15.04992,12.07294,11.11883,15.75201,15.42144,10.80212,15.85971,13.64371,15.79906,10.98276,12.12593,16.29302,16.01838,15.44148,12.443198,11.18539,14.40249,14.58447,10.063376,13.10888,16.57797,12.75644,13.31248,12.70278,13.624,15.8911,13.60601,12.70071,14.49566,14.57016,11.01559,14.06655,11.74187,11.84692,12.15841,13.76281,12.07178,11.9735,9.902588,11.56365,15.28345,13.54477,12.14474,13.40593,14.59414,13.3552,16.89489,11.76563,13.98161,12.927423,13.82045,12.80298,17.30077,13.23805,12.24354,14.46442,13.53934,13.50962,13.1539,12.3091,13.46832,17.11657,15.92713,15.94598,13.1137,14.92137,10.91018,11.83454,10.464656,13.21687,15.88189,12.91921,13.12118,11.42304,10.94757,13.58414,16.46202,12.25808,11.80178,12.21093,14.92109,13.28028,13.31898,12.03047,12.28741,12.65605,14.86784,17.17645,9.842811,11.01823,11.4453,12.2327,11.40497,11.62212,5.376344,5.763869,4.303804,5.162191,4.498503,4.694434,4.223023,3.859081,3.738931,2.015019,6.200219,5.010286,4.234571,3.260697,4.288855,4.057998,4.355601,3.630268,3.395058,3.401752,6.808454,2.066937,3.10114,8.405999286
"17","1",13.76526,15.40385,12.89517,11.78948,13.12474,13.46871,14.55918,11.74228,11.18825,15.80193,15.29982,10.97574,15.80687,13.75462,16.64844,11.33915,11.79897,16.06755,15.31515,14.89727,12.169128,10.99612,15.93011,13.67803,10.207267,13.57951,16.63095,12.62162,14.14413,12.5756,12.72706,13.75695,13.51447,11.98383,14.52226,14.24945,11.10173,14.50653,11.8818,11.60625,12.10844,12.96818,12.56636,12.23008,9.284076,11.42427,15.00648,13.24006,11.94904,13.28587,14.18564,13.22635,17.56759,11.15157,13.38302,11.168309,13.05591,11.61133,16.98344,12.88112,11.77218,14.63918,13.20757,13.57856,13.15826,12.54897,13.40852,16.1316,17.31244,14.58658,12.1827,14.40289,10.79714,11.91263,10.392837,10.53832,16.14976,13.04954,12.27394,11.24368,11.58319,14.2243,16.36917,12.07256,11.7193,12.46778,15.02812,13.37323,12.50229,11.2501,12.21215,12.74425,14.61132,16.94519,10.892163,10.87734,11.60314,11.8792,11.46749,12.16476,5.286879,5.412708,4.141704,4.563371,4.622572,4.380908,4.299451,3.607049,3.530225,1.630067,5.942941,4.971154,3.71589,2.902328,4.235209,3.908401,4.128799,3.580228,3.282371,2.734749,6.46538,2.306237,2.245428,8.347027709
"18","1",13.98354,15.68011,12.69847,10.70872,12.80846,13.41288,14.89262,11.56367,10.8911,16.00789,15.60573,10.77867,15.19719,13.62047,16.85133,11.18529,11.78542,16.78889,16.1269,14.2864,11.723186,11.04621,15.15218,14.25999,10.275149,13.42852,16.92398,12.60274,14.23418,12.36955,13.06712,13.78559,13.83263,12.40607,14.5122,14.69889,11.45465,14.59725,11.869,11.81331,12.01064,13.02203,12.65548,12.06215,9.10364,11.6312,15.37886,13.5963,12.18836,13.47143,14.56364,13.22005,17.39128,12.3869,11.78072,0.6079275,10.24731,10.724,17.15241,13.20733,11.06759,14.50961,13.259,13.46177,13.30206,12.33521,13.75518,17.83006,17.24212,14.83912,12.50065,15.2992,11.62432,11.37513,10.530524,12.21722,16.54374,12.64714,13.32843,10.99087,11.31097,14.14332,16.39621,12.16689,11.48758,12.44767,15.18273,13.61029,12.65275,11.73649,12.22682,12.8194,14.84715,17.36793,10.225217,11.41775,11.28822,12.32574,11.52183,11.35114,5.138722,6.025531,4.044457,5.039004,4.744538,4.657148,4.49898,4.001375,3.626184,1.457607,6.129263,5.137103,3.455889,3.23611,4.492819,4.153622,4.545829,3.617081,3.383942,3.092288,6.930978,1.890642,2.43025,8.374290594
"19","1",13.95063,15.57476,13.30038,11.89306,12.88312,14.0204,14.77931,11.53786,11.11316,15.74894,15.14896,10.93994,13.44868,13.7458,15.69393,10.78786,11.49169,16.28911,15.74919,14.89694,9.861837,11.09391,14.49577,14.01809,10.33024,12.84305,16.66242,12.79561,13.7635,12.79811,13.12972,14.15756,13.24435,12.0422,14.51554,14.59595,10.97042,14.60508,11.57711,11.78017,12.19912,13.06835,11.82132,12.06924,9.169591,11.13957,15.06385,14.19663,13.78214,14.77072,14.40477,13.11,17.48789,12.10659,13.67332,11.683051,12.86136,11.97171,16.86799,12.40594,11.38691,14.37006,13.56975,13.46211,12.72382,12.2967,13.45994,16.63989,17.10132,15.30317,12.61218,14.64685,11.10878,11.13286,10.395011,11.16616,16.18619,12.78169,13.27246,11.43736,10.82625,13.86407,16.38172,11.89938,11.37766,12.2833,14.86031,14.94213,12.8808,11.29514,13.01052,12.70609,14.80724,16.9204,10.039324,11.02102,11.31767,11.94007,11.01695,11.49241,5.220781,5.514828,4.37368,4.634215,4.392117,4.569001,4.278446,3.616563,3.602634,1.852151,6.181242,4.783342,4.21366,3.030227,4.353195,3.87513,4.240749,3.308493,3.46088,3.393667,6.664455,1.805229,2.296137,8.40944041
"21","1",13.89775,15.38029,13.74778,12.12743,12.50879,13.80548,14.6145,11.81832,11.13308,16.09154,15.4864,10.99329,14.74218,13.65454,17.22103,11.72393,12.08487,16.55241,16.05633,15.09104,11.206576,10.70844,15.22335,14.43754,10.179397,13.41725,16.61018,12.48979,13.84264,12.43058,13.19302,15.23321,13.84745,12.39789,14.57296,14.68081,11.77129,14.37185,11.67718,11.45357,12.08133,12.89945,12.37582,12.036,9.596011,11.91389,15.30092,13.76773,12.38333,13.46872,14.24697,13.52389,17.36232,11.84555,13.3224,12.495225,12.93312,11.64029,17.34545,13.03964,11.4134,15.20023,13.6358,13.54932,13.62948,12.48575,13.49063,16.94032,16.92989,14.40376,12.14767,14.8823,11.0821,10.98725,10.387285,10.57559,16.13695,12.68468,12.73928,10.66714,11.1506,13.41622,16.36368,11.86252,11.22551,12.41848,14.85427,14.61943,12.79502,12.3807,12.43163,12.65695,14.64727,17.13558,10.891172,11.02059,11.992,11.77063,11.43359,11.75645,5.048653,5.352449,3.931934,5.127939,4.796203,4.313722,4.426251,3.685471,3.454005,1.631009,5.866729,5.077088,4.176493,2.93508,4.366452,3.866622,3.888264,3.22761,3.401631,3.449233,6.506021,1.597861,2.052518,8.268800278
"22","1",14.24504,15.81217,13.5465,12.0182,12.59096,13.11037,14.91087,12.04411,11.03893,15.94774,15.2465,10.95412,14.91356,13.73355,16.89637,11.36881,11.95748,16.19394,16.21638,15.12875,11.413449,11.10927,15.14529,14.39784,10.222584,13.10501,16.7734,12.49776,13.87668,12.75256,13.97514,14.15817,13.92549,12.32492,14.51503,14.45287,11.48098,14.40791,11.905,11.8874,12.16943,13.09597,12.26119,11.92239,9.635563,11.20558,15.22035,12.782,11.5056,12.66421,14.19314,13.21458,17.31899,11.7368,13.0422,11.922035,13.13998,11.84054,17.14432,13.59206,11.81635,14.73829,12.99364,13.64838,12.91498,12.28425,13.62275,16.92572,16.55023,15.46412,12.32518,14.98822,11.06503,11.04283,10.478084,11.53498,15.98888,13.59472,13.24447,11.59344,10.45882,13.41025,16.42593,12.22215,11.36449,12.4342,15.09982,13.87679,12.76407,11.4713,12.56822,12.8158,14.71196,17.13583,10.335009,11.51052,11.84792,12.29153,11.83343,11.789,4.938823,5.685735,3.826171,4.872863,4.656657,4.818913,4.471756,3.798396,3.755231,1.700641,6.168401,4.866193,4.187036,2.97761,4.430239,3.972144,4.324465,3.539774,3.491141,3.180242,7.050082,1.579378,2.231079,8.296082632
"23","1",13.46726,15.72586,11.45402,11.26393,12.83572,14.1443,14.69481,12.0741,11.1896,16.03036,15.54994,11.05716,13.20077,13.81991,16.22839,11.12553,12.27271,16.43175,16.02051,14.78264,9.997634,10.86454,14.88314,14.0178,10.011963,14.57205,16.61157,12.41859,13.48288,12.57947,13.08489,13.90315,13.20113,12.59483,14.52809,14.48803,11.48541,14.23283,12.00447,11.49279,12.23399,14.40226,12.46795,12.15453,9.934514,11.24106,15.00664,13.40444,11.63933,12.95396,14.24213,13.61518,17.2975,11.45344,11.98917,9.978281,11.35457,10.41319,17.28645,13.31738,11.09693,14.85886,13.6844,13.4755,13.23754,12.30232,13.43812,15.73222,16.3936,15.69977,12.02865,14.77749,10.96142,11.60276,10.738717,12.9018,16.07237,13.23858,12.39645,11.58504,11.14242,14.04526,16.26689,12.21313,11.56269,12.55471,15.02881,14.46356,12.8769,11.44649,11.866,12.67266,14.86917,17.01327,11.093916,10.74499,12.00156,11.92599,11.6408,12.07893,4.848363,5.611278,3.796536,4.899738,4.838604,4.612709,4.511331,3.869461,3.745102,1.380571,6.035659,5.284944,3.736018,3.131211,4.471358,4.072838,4.317055,3.623548,3.352588,3.263304,6.267477,2.068566,2.031868,8.44500265
"26","1",14.12744,15.65192,12.19474,11.20162,13.43949,16.28743,14.55386,11.74956,11.24227,15.92725,15.4801,10.92524,15.81286,13.90344,16.78403,11.54774,12.08587,16.90505,15.883,14.34583,12.226852,11.04946,15.10256,14.40289,10.246634,14.00342,16.44878,12.60521,14.0545,12.65344,12.47924,13.65654,13.27076,13.37663,14.42933,15.07657,11.9248,14.48913,12.04103,11.71102,12.04062,13.86555,12.68863,12.16732,10.350047,11.1916,15.30861,13.35773,11.18699,12.35932,14.41165,13.6375,17.54108,11.72554,11.57396,10.061072,11.35588,10.38958,17.34677,13.14347,10.85238,15.33179,14.0269,13.55974,13.22347,12.4342,13.24168,17.0394,17.44369,15.87723,12.12526,12.57366,0.6079275,10.98729,10.509572,11.69703,15.81103,13.25984,12.56878,10.97866,10.80319,13.31254,16.35967,12.22015,11.92776,12.68257,15.25495,14.04115,13.33277,11.81292,12.32017,12.65935,15.09521,17.62171,11.409317,11.36911,12.3488,12.36327,11.41926,12.18136,5.048002,5.572677,4.107045,4.735051,4.792097,4.650471,4.425443,3.726395,3.79334,1.488627,5.93868,5.14682,4.074845,2.963328,4.312397,4.043006,4.473886,3.642215,3.313221,3.418679,6.692759,1.664492,1.530227,8.48924826
"27","1",13.74631,15.73378,12.90828,12.01978,14.30145,14.01604,14.89708,12.15521,11.30794,15.75939,15.64029,10.85358,16.17958,13.79119,17.50048,11.75279,12.43687,16.76291,16.17293,14.95001,12.693842,11.2516,14.61246,15.03109,10.219009,13.99764,16.73685,13.08849,15.96869,12.41612,13.05926,15.26127,14.13961,13.15622,14.48444,14.75728,11.36974,14.55593,12.16711,12.04142,12.00521,12.96205,12.97759,12.02987,10.028879,11.23299,15.96816,13.20911,11.96486,13.15565,14.42798,13.34774,17.4753,12.27519,13.20213,10.790057,12.92179,11.13964,17.44598,13.28265,11.39729,15.02638,14.01408,13.53281,13.16135,12.3632,13.6452,16.86516,17.12045,15.45537,14.81321,15.27553,11.4021,11.55101,10.181501,13.7346,16.99715,14.65579,12.95533,11.97941,11.48465,14.39162,16.48686,11.89255,11.17643,12.5685,15.4246,15.72926,13.64584,13.06729,12.85053,12.63755,15.14936,17.36851,10.600473,11.42094,11.59686,12.93995,11.64925,12.17458,6.022492,5.538663,4.543395,4.800255,4.456487,5.062346,4.291202,3.65674,3.729254,2.023058,6.075724,5.163462,3.836059,3.077387,4.391574,3.814083,4.397855,3.364056,3.017509,3.571676,6.960868,3.414173,2.346748,8.513824847
"28","1",14.10533,15.71479,14.31678,12.58413,14.03692,14.84089,15.00744,11.54697,11.22784,15.96353,15.68238,11.09394,15.42023,13.73921,16.57714,11.89366,12.09014,16.50676,16.35291,14.6572,11.822049,11.3924,15.05579,14.32674,10.27633,13.75271,16.98113,12.81256,14.93947,12.58638,12.71386,14.38294,13.85055,13.31397,14.47507,14.67059,11.00634,14.56861,12.1172,12.03044,12.08468,13.21248,12.34214,12.06576,10.115095,11.40625,15.11618,14.68408,12.23526,13.57602,14.6064,13.65364,17.48881,12.13227,13.39286,10.465434,11.2996,10.04044,17.22784,13.83851,11.33417,15.16016,13.37357,13.64538,13.08174,12.44302,13.84902,18.1661,16.43604,15.69606,12.28065,14.78434,10.8968,12.08532,10.456058,12.20741,16.95961,13.00958,12.94759,11.95689,11.82383,14.65368,16.50734,12.25955,11.47207,12.57077,15.41916,14.84913,13.3596,12.01108,13.12645,12.72373,14.99935,17.36578,11.101379,11.45077,12.10413,11.96768,11.61758,11.96625,5.60833,5.933062,4.308254,4.882916,4.68652,4.431577,4.465119,3.77003,3.694405,1.307015,6.121,5.192385,3.118255,3.072142,4.623977,4.011909,4.369467,3.635118,3.353402,3.706221,6.911034,3.115917,2.237198,8.368830518
"31","1",14.02773,15.78759,13.35907,11.86798,13.15644,13.30126,15.19593,12.08734,11.10329,15.83887,15.31069,10.81023,11.82952,13.85617,16.18171,11.05931,12.39614,16.14888,16.71548,15.21821,0.6079275,11.66674,14.92758,13.93441,10.255959,13.45128,16.51456,12.73402,13.12347,13.3384,12.75582,13.83287,13.87046,11.81179,14.46982,14.56659,10.80434,14.43772,11.07491,11.73157,12.15433,13.95935,11.9852,12.26633,9.687211,10.98591,15.27803,13.71264,12.48523,13.58548,14.34795,13.18296,17.44249,11.40283,13.08285,10.95592,13.12961,11.62663,17.46992,12.9716,11.5115,13.87511,12.75369,13.49829,12.95666,12.25742,13.32534,15.80337,16.89487,16.01598,12.62787,14.59978,10.7562,11.3645,10.213536,11.95242,15.67742,12.8836,12.55748,10.96917,10.6087,13.73217,16.21444,12.24934,11.34123,12.54755,14.54186,12.2849,12.52144,11.65714,12.3399,12.74145,14.93966,17.12076,10.389531,11.29294,10.98009,12.00045,11.55356,11.568,4.968293,5.767965,4.197047,5.03984,4.582689,4.813333,4.610586,3.911567,3.792518,1.933576,6.362395,5.071721,4.573201,3.292943,4.685613,3.91083,4.534877,3.61567,3.370552,3.219162,6.696248,2.453191,2.328135,8.42498209
"32","1",13.68275,15.13823,12.46014,12.05876,14.43385,13.66273,14.75115,11.86064,11.20098,15.8119,15.19794,11.01398,14.65001,13.71317,16.59473,11.91578,12.39051,16.70044,16.20017,15.08121,11.0312,10.82817,14.59025,13.88585,10.123423,14.27394,16.74122,12.43358,14.34647,12.10512,12.97655,13.93285,13.69184,13.21232,14.38343,14.83143,11.18086,14.28269,12.30431,11.92017,12.07467,14.61444,12.70878,11.88344,10.622671,11.33564,15.37606,13.85567,11.95752,13.09681,14.52994,13.52474,17.31023,12.31582,13.17972,10.891976,12.44267,11.14862,17.46437,13.14087,11.51834,15.24819,14.14299,13.50731,12.99458,12.24251,13.6439,16.99984,17.03999,15.93843,12.37209,15.4219,11.56711,11.42516,10.69661,12.67834,17.02362,13.34323,13.02475,12.11663,11.08287,14.213,16.43949,11.99808,11.50516,12.433,15.57352,14.85141,14.16213,12.44031,13.58784,12.58852,15.19625,17.53159,10.642464,11.19604,11.78132,12.52306,11.18539,11.85115,4.565783,5.413139,3.777263,4.752799,4.563554,4.233382,4.308581,3.776206,3.377418,1.838351,6.152347,4.971116,4.244444,2.887141,4.245166,3.919652,4.408462,3.352191,3.189873,3.494847,6.916635,3.531635,2.32009,8.416791022
"33","1",13.60746,15.74297,0.6079275,11.70057,13.82151,13.44455,14.89181,11.08212,11.35087,16.44444,15.93394,10.97178,15.81502,13.83348,17.05836,0.6079275,11.98235,16.18631,16.32884,14.52394,12.165565,11.12449,15.51143,14.04727,10.566374,13.44088,16.81565,12.70713,13.26197,13.33251,12.9937,13.94288,14.20235,12.13465,14.56959,14.37859,12.22096,14.64362,11.77187,12.06064,12.06797,13.14113,12.43118,0.6079275,10.93606,11.6221,14.90497,15.63839,13.10767,14.34818,13.98152,12.4386,17.83017,11.63818,10.28585,0.6079275,0.6079275,10.38518,17.2066,13.75463,11.05862,14.78014,12.78838,13.68885,13.48886,11.41438,13.73088,17.36643,17.45075,13.94669,12.65302,15.04721,11.26316,11.14775,10.9534,11.04003,17.19468,13.00754,13.1962,11.94958,11.42604,14.43031,15.1619,12.33031,12.00638,12.60578,14.77515,12.801,15.41784,11.44844,10.99562,11.14577,15.51288,17.24065,10.900331,11.55462,11.68531,11.76497,11.66214,0.6079275,4.707136,5.647437,4.021245,4.908707,4.889517,4.647375,4.725089,4.035291,3.739165,1.946827,6.060842,5.245395,3.922407,3.274643,4.577268,4.106763,4.56774,3.708711,3.606496,3.751611,7.213011,3.029353,2.386811,8.446067167
"34","1",14.07408,15.55037,14.36086,12.78955,12.53499,13.78036,14.69515,11.88879,11.22846,15.98066,15.41714,10.99055,13.87378,13.77633,16.15643,11.75168,11.98994,16.21175,16.48131,15.59242,10.511866,10.72204,16.05906,14.18711,10.313484,13.35445,16.61069,12.5389,13.4681,12.13795,13.30782,14.93418,13.34146,12.86257,14.5544,14.77746,11.54826,14.61873,11.79035,11.78545,11.67672,13.55067,12.44265,11.65662,10.178937,11.35496,15.42148,14.56807,12.28391,13.61039,14.37389,13.44526,17.55006,11.96859,13.37176,13.544156,13.75125,12.14045,17.10476,13.64691,12.42011,15.01564,13.4382,13.52487,13.20576,12.20243,13.52,17.76519,17.95098,14.96514,12.34077,14.82008,10.91152,11.73062,10.73394,11.19026,16.37546,12.96704,13.38916,11.48329,11.57827,14.24492,16.31731,12.15263,11.5622,12.42917,14.86673,15.07311,12.83349,12.10012,12.40345,12.73067,14.86273,17.26488,10.819919,11.22356,12.30179,12.23258,11.16506,11.64019,4.911271,5.72249,3.980246,4.836603,4.706594,4.785481,4.415662,3.719553,3.596293,2.464582,6.002916,5.03436,4.927369,2.969605,4.291381,4.077516,4.344123,3.585938,3.161292,3.12434,6.830208,1.628613,2.72849,8.435363069
"36","1",13.60871,15.62053,13.92626,11.98549,13.13803,13.47309,14.80526,12.16736,10.92899,16.05647,15.16795,10.81267,15.61493,13.75241,16.81863,12.43782,11.61963,16.30932,16.64899,15.07306,12.12483,10.72204,14.98271,14.99187,10.11427,13.46824,16.7568,12.75287,13.76232,12.6598,13.21206,13.58914,13.77793,12.29379,14.52931,14.60825,11.57484,14.82698,11.50721,11.36513,12.16655,13.80133,12.18057,12.03474,9.203302,10.91458,15.35814,13.62047,11.65961,12.83302,14.51221,13.63826,17.75677,12.05761,13.31995,12.824553,12.76155,11.65803,16.98277,13.60392,11.64134,14.7357,12.75386,13.59921,12.71287,12.24455,13.58892,17.00365,17.08806,15.42426,12.43374,15.24637,11.37259,10.96131,10.585532,13.42313,16.175,13.41702,12.79929,11.2461,10.15052,13.13491,16.40807,12.16222,11.5442,12.68977,14.69217,13.64591,13.3353,11.50298,11.58868,12.78759,14.80956,17.06682,10.388472,10.8551,11.98709,12.50929,11.50093,11.65182,4.729154,5.255972,4.140928,4.667994,4.714316,4.529063,4.472587,3.940078,3.626981,1.836869,6.048949,4.865916,4.381777,2.976013,4.285596,3.863159,4.289512,3.555084,3.317755,3.128143,6.305648,2.296785,2.157262,8.497522047
"37","1",13.91239,15.71043,12.5465,11.65868,12.79867,12.76168,14.73022,12.1183,10.9665,15.98948,15.62729,10.87433,14.6614,13.84907,16.16835,12.07187,11.65835,15.8923,16.15918,14.63275,11.237577,11.39637,14.43385,14.06034,10.064659,12.64582,16.45321,12.44492,13.21706,12.61609,12.83773,13.86473,13.70243,11.88656,14.37728,14.32506,11.56909,14.37964,11.31544,11.82622,12.16826,12.78699,12.57784,12.1317,9.580425,11.65453,15.02512,13.39135,12.29522,13.49458,14.40007,13.21487,17.44944,11.6055,12.46709,10.257994,12.19421,11.05581,16.86732,13.60908,11.33789,13.8452,12.7073,13.54411,13.38861,12.20866,13.20197,15.69269,16.46295,14.53524,12.56718,14.38833,10.62014,11.50084,10.691929,11.31782,15.70139,12.84661,12.79835,11.35509,11.56947,14.34171,16.24952,12.1937,11.34115,12.53697,14.54308,12.56949,12.43297,11.34996,11.4898,12.65892,14.71547,17.02302,10.550124,11.30802,11.93845,11.72286,11.6425,12.02172,4.649101,5.823913,3.87544,5.294941,4.79603,4.494688,4.511697,3.80742,3.81931,1.636155,6.018041,5.277442,4.246827,3.174189,4.480622,4.158515,4.632123,3.66086,3.665273,3.127071,6.749542,1.977932,2.28434,8.44909701
"39","1",14.27268,15.39823,13.91777,12.5574,13.11321,13.035,14.7004,12.47744,10.88497,16.22996,15.63537,10.58998,16.23092,13.79151,16.48048,12.34773,11.99811,16.2881,16.31602,15.63002,12.68041,10.95772,15.65927,13.87406,10.196624,13.59513,16.70977,12.49507,13.61043,12.60339,12.66889,14.29017,13.90757,12.51297,14.54204,14.77511,12.22305,14.6519,11.75565,12.06085,12.19629,13.07409,12.46132,12.07973,9.544971,11.58097,15.15124,13.85543,12.309,13.50882,14.38317,13.29194,17.65066,11.70133,14.10332,12.105217,13.86486,11.97824,17.18607,13.48872,12.47517,14.91806,12.82705,13.59688,13.39977,12.38499,13.56552,16.09779,16.67507,14.6788,12.56343,14.8001,11.02025,11.90508,10.847992,12.43818,16.18602,13.18969,12.77372,11.09222,11.77154,14.29546,16.28967,12.24498,11.56854,12.6328,14.80685,14.09857,12.84486,12.25761,10.5176,12.74131,15.00563,17.0312,11.18686,11.36986,12.30786,12.09928,11.38122,12.11483,4.681912,5.534217,3.884556,4.865337,5.039057,4.471546,4.720701,4.113168,3.523614,2.262544,5.976234,5.312731,4.813857,3.212045,4.450148,4.136141,4.556577,3.851915,3.734718,3.369579,6.91131,2.358397,2.501465,8.431409302
"40","1",13.55368,15.33211,12.97526,12.17288,13.98495,12.71831,14.72345,11.62685,11.235,16.07445,15.36914,10.43976,14.48881,13.67104,15.57871,10.92595,11.62334,15.74037,16.38661,15.05745,10.968617,11.03962,15.04319,13.20605,10.510358,13.15209,16.75009,12.49576,14.02833,12.19048,12.79496,13.61482,13.32638,11.97957,14.49988,14.42262,11.40678,13.90392,11.41247,11.49343,12.25218,13.85819,12.158,12.12202,10.3816,11.58289,14.93351,13.37521,12.33743,13.48665,14.36957,13.25437,16.97017,11.54475,13.18233,11.407398,13.13593,11.07228,16.83996,13.27018,11.69425,14.09068,13.44773,13.58193,13.28566,12.40142,13.62856,15.89031,17.3793,14.67559,12.47887,14.46853,10.58277,11.25272,10.608764,10.4903,17.34255,13.00816,12.07051,11.21712,11.33912,14.18274,16.41435,12.17605,11.4824,12.48937,14.66288,12.62769,12.36731,11.70228,12.59442,12.67733,14.95661,17.04217,10.083225,11.03857,11.6369,12.17601,11.38617,11.99571,5.092315,5.2737,3.99404,4.623295,4.713461,4.294416,4.322264,3.504807,3.476879,1.971985,5.974847,5.006446,4.410645,2.809642,4.254776,3.911283,4.28657,3.484795,3.369478,3.082252,6.165783,3.179794,1.858448,8.375819933
"41","1",13.50365,15.79846,13.36352,12.32903,12.7124,13.08389,14.79207,12.2065,11.10339,15.91822,15.1894,10.72808,14.7208,13.67118,16.04596,10.72287,12.10437,16.44114,16.67746,15.1676,11.220708,11.24634,14.85668,14.60647,10.336641,13.44871,16.79593,12.66581,13.91704,12.85058,14.03833,14.54101,13.79163,13.15414,14.49736,14.56381,11.49554,14.53917,12.06368,11.50108,12.22265,13.23271,12.38894,12.09236,10.194335,11.64742,15.33258,13.83865,12.23157,13.42907,14.51579,13.59991,17.58443,11.58589,13.76885,11.679339,13.33075,11.27239,17.23873,13.2394,12.02168,15.10135,14.30775,13.54711,13.56829,12.47362,13.72699,15.55735,17.09907,16.4343,12.33033,15.13926,11.21872,11.68679,10.158907,11.30881,16.57367,13.16954,12.58797,11.35253,11.09415,14.19234,16.45168,12.25465,12.19505,12.43611,15.31375,14.77912,13.49957,11.82669,14.22908,12.72074,15.25655,17.32241,10.503887,10.69636,11.82217,13.37341,11.77135,12.03524,5.083509,5.458578,4.146481,4.873962,4.70142,4.392384,4.467087,3.75907,3.77215,1.501955,6.002436,4.88172,3.948913,3.082314,4.456378,4.022867,4.65012,3.656073,3.353292,3.435832,6.318271,1.9085,2.33916,8.278816188
"42","1",13.18562,15.64906,13.12847,12.19569,14.37767,15.3257,14.47847,12.22662,11.09446,15.5794,15.26134,10.73107,15.53956,13.72803,17.17447,13.44209,12.22422,17.38841,15.52809,14.93242,12.007083,11.14241,16.14845,14.4606,10.147983,15.11156,16.84797,12.6759,14.89745,12.23129,13.48171,14.23756,13.19237,13.85571,14.30936,15.81748,10.50251,14.45184,13.38973,10.93244,12.35716,15.16428,12.35377,11.89192,10.461035,11.14843,15.60185,13.50726,11.42139,12.57714,14.47614,14.02846,17.49175,11.83433,13.3973,11.021939,12.68384,10.84451,17.34138,13.41509,11.6652,15.68847,14.82106,13.48684,12.92221,12.32342,13.75421,17.47038,17.27355,18.04013,12.15546,15.44687,11.61815,11.18163,10.120293,11.57045,16.88559,13.204,12.00247,11.39651,11.37562,13.93644,16.26797,11.74256,11.02351,12.55104,16.63143,14.71345,14.15909,13.47648,13.43164,12.76959,14.73427,17.54035,11.223754,10.59363,12.32273,12.29212,11.63145,12.32611,4.935457,5.543822,4.040988,4.7736,4.430653,5.105897,4.11152,3.423168,3.826234,1.514139,5.968088,5.020107,3.873084,3.094221,4.278459,3.892099,4.119692,3.115186,3.187931,3.122705,6.074876,3.341021,1.845781,8.399841476
