full_name,height_cm,weight_kgs
Nico Antonitsch,185.42,81.2
Will Keane,187.96,72.1
Ted van de Pavert,193.04,84.8
都仓 贤,187.96,79.8
Adam Buksa,190.5,78.9
Óliver Benítez,185.42,78.9
Juan Carlos Espinoza Reyes,170.18,77.1
Marek Štěch,190.5,88.9
Jakub Żubrowski,154.94,73
Imad Khalili,182.88,74.8
Agyemang Diawusie,154.94,76.2
長谷川 龍也,165.1,58.1
Fabio Concas,152.4,62.1
Ole Jørgen Halvorsen,152.4,74.8
José Isidoro Gómez Torres,154.94,71.2
Cristian Edward Guerra Torres,182.88,83
Anthony Le Tallec,182.88,73
Tobias Mohr,182.88,78
永木 亮太,172.72,72.1
Roberto Ramírez,187.96,73
배슬기 裴雪基,182.88,78.9
Jordan Rossiter,152.4,64
Patrik Ulf Anders Carlgren,187.96,83.9
Jonathan Ñíguez Esclápez,175.26,72.1
Néstor Vicente Vidrio Serrano,182.88,78
Theodor Bergmann,154.94,74.8
Joe Walsh,154.94,69.9
Nasiru Mohammed,172.72,69.9
Mark Marshall,170.18,68.9
Kangni Frederic Ananou,182.88,78
Denis Mahmudov,170.18,62.1
임종은 林宗垠,193.04,88
Luis Marcelo Torres,154.94,69.9
山本 脩斗,154.94,68.9
Martín Rodrigo Rivero,175.26,72.1
임상협 廉桑,154.94,73
David Templeton,175.26,63
清水 航平,170.18,67.1
Martin Woods,154.94,78
Quirin Moll,182.88,77.1
Nicolas Hasler,175.26,78
Mason Bennett,152.4,64
Maic Sema,172.72,68
Jesús Eduardo Zavala Castañeda,190.5,87.1
Andreas Lienhart,182.88,78
Nicolas Saint-Ruf,187.96,84.8
Fashion Sakala,152.4,72.1
이영재 李荣载,175.26,59.9
Raymon Gaddis,175.26,68
Weverson Leandro Oliveira Moura,152.4,76.2
Luis Erick Marleiro Neves,152.4,77.1
Judson Silva Tavares,170.18,64.9
Tim Skarke,152.4,71.2
Isak Ssewankambo,152.4,79.8
Per Frick,182.88,81.2
Morgan Fox,185.42,78
Dominik Starkl,175.26,69.9
Anthony Beltran,172.72,68
Niko Hansen,152.4,77.1
Jay-Roy Grot,193.04,98
Gil Esaul Alcalá Barba,152.4,73.9
Federico Bonazzoli,182.88,77.1
金敬道,170.18,66.2
Adebayo Akinfenwa,152.4,110.2
Luis Alejandro Paz Mulato,175.26,69.9
Carlton Morris,185.42,84.8
Pierre Bouby,182.88,78
Eldar Ćivić,182.88,76.2
Víctor Retamal,170.18,62.1
David Raum,154.94,74.8
Michael Doyle,152.4,71.2
Matt Macey,198.12,81.2
Frédéric Koutou Nimani N'Galou,190.5,87.1
Tyler Walker,152.4,63
Conor Washington,152.4,84.8
Héctor Hernández Marrero,154.94,73
Romain Grange,152.4,73.9
André Hainault,182.88,79.8
尹鸿博,154.94,74.8
Steven MacLean,154.94,78.9
Sofiane Diop,165.1,54.9
Vitaliy Mykolenko,154.94,71.2
胡人天,175.26,68
Martín Galmarini,154.94,77.1
Fabio Enrique Castillo Choco,175.26,69.9
Abdoulaye Sané,182.88,73
Ivan Lanni,185.42,76.2
John  O'Shea,190.5,83.9
Ousmane Kanté,185.42,83
Rocky Bushiri,187.96,91.2
José Luis Moreno,187.96,78
Sander Svendsen,172.72,67.1
Jamie Allen,154.94,72.1
Hassan Kadish,152.4,73
Jaroslav Zelený,190.5,81.2
Aleš Matějů,182.88,78.9
Giorgi Aburjania,185.42,78.9
Dillon Phillips,187.96,76.2
Joe Jacobson,154.94,78.9
Josh Maja,154.94,67.1
Éric Vandenabeele,182.88,77.1
Gastón Gómez,190.5,98.9
Finn Stokkers,185.42,78.9
Gervane Kastaneer,185.42,84.8
Erik Bakker,152.4,77.1
Christian Schwegler,175.26,73.9
Matías Pellegrini,175.26,71.2
Clemens Schoppenhauer,185.42,77.1
Tommy Spurr,185.42,72.1
Juan Ignacio Duma,175.26,73.9
Jordan Cousins,152.4,72.1
Benoît Badiashile Mukinayi,193.04,77.1
José Antonio Pardo Lucas,187.96,78
Daniel Arreola Argüello,154.94,73.9
Gonzalo Ávila Gordón,175.26,68
Roberto Olabe Del Arco,152.4,69.9
Kenny Dougall,182.88,78.9
David Atanga,154.94,64.9
Francisco Miguel Varela Martín,175.26,68
David Perkins,167.64,76.2
Daniel-Kofi Kyereh,152.4,73
丸山 祐市,182.88,76.2
Valentin Jacob,170.18,67.1
Bruno Miguel Carvalho Andrade,175.26,73.9
Luis Madrigal,190.5,89.8
Kauã Ricardo Reisende Mendes,182.88,74.8
Ricardo Miguel Martins Alves,154.94,78
장윤호 张润镐,152.4,68
Matty Pearson,190.5,72.1
Christopher Telo,172.72,72.1
Ľubomír Guldan,182.88,82.1
Matteo Rubin,182.88,74.8
Ziyad Al Sahafi,187.96,73
Erik Roberto Silva do Nascimento,170.18,66.2
Russell Teibert,172.72,66.2
Lee Nicholls,190.5,84.8
Abdu Cadri Conté,182.88,78
Alan Lithgow,185.42,84.8
Andrija Pavlović,187.96,76.2
Juan Gabriel Valverde Rivera,152.4,76.2
Daniel Cerântula Fuzato,190.5,88
Nikola Jambor,187.96,76.2
Emirhan Aydoğan,182.88,77.1
Álvaro Juan Cruz Armada,154.94,69.9
Ever Jorge Rodeiro Selva,172.72,71.2
Jean Carlos Silva Rocha,185.42,79.8
Roque Alfredo Caballero Marecos,182.88,79.8
顾超,193.04,86.2
Harrison McGahey,187.96,84.8
Gareth Evans,182.88,79.8
Kevin Patrick Dawson,152.4,79.8
Dani Schahin,187.96,89.8
Michael Perlak,170.18,59.9
Jordan Larsson,175.26,68.9
Adam Sušac,185.42,79.8
Sean McConville,154.94,73.9
Cristhian Machado,172.72,69.9
Gabriel dos Santos Magalhães,190.5,87.1
Joe Aribo,182.88,76.2
Karlan Grant,182.88,69.9
Lucas Nahuel Rodríguez,167.64,71.2
Charles Dunne,187.96,86.2
Mason Greenwood,185.42,73
Juan Álvarez,175.26,71.2
Rémy Descamps,193.04,78.9
Ebenezer Assifuah,172.72,69.9
Tom Lapslie,167.64,68.9
Jose Luís García Vayá,185.42,69.9
Mauricio Alejandro Tévez,170.18,68.9
Michael Fabián Rios Ripoll,172.72,68
Henrik Ojamaa,175.26,74.8
Greg Tansey,185.42,78
Wesley Harding,154.94,78.9
Facundo Castillón,172.72,71.2
Hazaa Ibrahim Al Hazaa,175.26,64
Paulo Otávio Rosa da Silva,175.26,68
Robin Jansson,187.96,87.1
Michael  Sollbauer,187.96,86.2
Chris Lines,187.96,78.9
William Zapata Brand,182.88,77.1
Amos Youga,185.42,83
Indy Boonen,152.4,64
심상민 沈相民,172.72,69.9
Juan Dinenno,185.42,83.9
Ben Coker,154.94,73.9
Mark Oxley,190.5,73
Youssouf Fofana,175.26,68.9
Dimitar Dimitrov  Rangelov,182.88,79.8
Maximilian Jansen,152.4,73.9
Jakub Hromada,154.94,76.2
Philipp Zulechner,182.88,79.8
Joel Untersee,154.94,78.9
Pablo Diogo Lopes de Lima,175.26,67.1
贺惯,154.94,78.9
Alessandro Capello,182.88,74.8
Bartosz Kopacz,187.96,84.8
Güven Yalçın,182.88,77.1
Dilson Robson Calegari Travassos,152.4,74.8
Jack Byrne,175.26,73
Stefan Nutz,152.4,67.1
Stefano Scappini,154.94,73.9
José Francisco Canales García,182.88,74.8
Andoni López Saratxo,187.96,76.2
Leeroy Owusu,175.26,68
Dennis  Mast,185.42,78.9
Pervis Josué Estupiñán Tenorio,175.26,68.9
Anders Dreyer,172.72,69.9
Julius Düker,187.96,79.8
Bashkim Renneke,175.26,73
董学升,185.42,82.1
Rémi Pillot,187.96,82.1
Matt Gilks,185.42,81.2
Mijat Marić,187.96,88.9
Rok Vodišek,187.96,83
Matija Ljujić,185.42,74.8
Arnór Sigurðsson,152.4,74.8
Jérémy Blayac,187.96,79.8
Rasmus Festersen,175.26,74.8
Stefan Wannenwetsch,152.4,73
Onur Bulut,152.4,68.9
Manuel Sánchez López,185.42,78
Camilo Andrés Ayala Quintero,152.4,73.9
Bright Enobakhare,152.4,77.1
Seth Sinovic,152.4,77.1
Magno Macedo Novaes,182.88,84.8
백승호 Seung Ho Paik,154.94,68
Daniel Haas,187.96,88.9
Flávio Leôncio Trigo Sacramento,172.72,66.2
Berkan Emir,152.4,73
傅欢,182.88,69.9
Bård Finne,172.72,69.9
Nicolás Peñailillo,182.88,74.8
Viv Solomon-Otabor,175.26,77.1
Eder Castañeda Botia,182.88,81.2
Philemon Ofosu-Ayeh,154.94,81.2
Max Ehmer,187.96,74.8
Alejandro Velasco Fariñas,187.96,78
Lewis Page,152.4,72.1
Fabio  Alves Macedo,170.18,68
Maxime Spano Rahou,182.88,78.9
Will Norris,190.5,81.2
Sean Longstaff,154.94,64.9
Halil İbrahim Sönmez,154.94,74.8
Stuart Findlay,190.5,82.1
廖力生,154.94,69.9
Elosman Euller Silva Cavalcanti,175.26,73
Patrick Funk,152.4,77.1
Emanuel Iñíguez,152.4,69.9
Martín Exequiel Ojeda,152.4,73.9
Lorenzo Filipe Mascarenhas Ramos,172.72,67.1
Kai Heerings,190.5,81.2
Lucas Röser,182.88,77.1
Matej Pučko,175.26,68
Christian Schoissengeyr,195.58,92.1
Hussein El Sayed,170.18,68
Adrián Arregui,175.26,73.9
Matty Blair,152.4,73.9
Mikkel Damsgaard,154.94,64.9
唐鑫,152.4,73.9
이명재 李明载,154.94,74.8
Ash Taylor,193.04,76.2
Luca Ravanelli,187.96,74.8
Marcus Edwards,167.64,78
Krystian Pearce,187.96,94.8
Andrew Boyle,152.4,77.1
知念 庆,152.4,71.2
Franco Troyansky,152.4,77.1
Adama Guira,185.42,74.8
王卓,187.96,93
奥川 雅也,175.26,62.1
Eliser Evangelista Quiñónes Tenorio,175.26,78
Azzeddine Doukha,185.42,84.8
Nigel Bertrams,185.42,81.2
Pierre Bengtsson,175.26,73.9
Pape Paye,170.18,64.9
Massimiliano Busellato,175.26,73
Clayton Donaldson,185.42,79.8
Jordan Elsey,187.96,79.8
Alexander Faltsetas,154.94,78.9
Omar Israel Mendoza Martín,172.72,72.1
Kane Vincent-Young,154.94,69.9
Craig Conway,170.18,67.1
Seidu Yahaya,175.26,69.9
Kai Wagner,182.88,78
Alhassane Keita,182.88,78.9
René Lange,152.4,76.2
Christian Capone,182.88,74.8
Taha Yalçıner,152.4,69.9
Sean Gannon,182.88,67.1
Julian Riedel,182.88,76.2
Matías Ariel Sánchez,172.72,71.2
王永珀,152.4,71.2
Jean-Baptiste Pierazzi,185.42,74.8
Paul McGowan,170.18,64.9
饭仓 大樹,154.94,74.8
Mohamed El-Shenawy,190.5,86.2
Felipe Banguero Millán,182.88,73.9
Sebastian Jakubiak,175.26,67.1
Francisco José Rodríguez Gaitán,175.26,68
Colin Doyle,195.58,92.1
Cody Mathès Gakpo,187.96,76.2
Myron Boadu,154.94,64.9
Pelly Ruddock Mpanzu,175.26,71.2
Samir  Carruthers,172.72,69.9
Alberto Joshimar Acosta Alvarado,170.18,71.2
Rúben Barcelos De Sousa Lameiras,175.26,69.9
Bruno Fernandes Nunes,187.96,74.8
Birkir Már Sævarsson,187.96,73.9
遠藤 渓太,175.26,66.2
Dairon Estibens Asprilla Rivas,154.94,74.8
Nicolai Næss,182.88,82.1
Christian Dorda,182.88,79.8
Liam Kelly,187.96,88
Sander Fischer,182.88,81.2
Diogo Meireles Costa,187.96,81.2
Cristo González Pérez,152.4,73.9
Rick Dekker,175.26,64.9
Jack  Baldwin,185.42,69.9
Giorgi Kharaishvili,182.88,73
Thomas Agyepong,170.18,73
Edson Reséndez,185.42,72.1
Ryan Nyambe,182.88,76.2
Nikos Vergos,182.88,77.1
David Bičík,193.04,91.2
Steven Petkov,185.42,78.9
Chiderah Ezeh,185.42,68.9
Roy O'Donovan,152.4,64
Jens-Martin Gammelby,193.04,79.8
Daniel Drescher,190.5,84.8
Ander Guevara Lajo,154.94,73
Jorge Alfredo Valadéz Callente,152.4,76.2
Raimundo Rebolledo,170.18,63
Leonardo Escorcia,185.42,76.2
Jarosław Jach,193.04,81.2
Maximilian Hofmann,182.88,69.9
Guillaume Hubert,198.12,88
Diego Palacios,170.18,67.1
Mamadou Fofana,185.42,74.8
César Manuel Carrillo Mejía,152.4,64.9
Benjamin Garuccio,175.26,69.9
Alberto Soro Álvarez,172.72,63
Cameron Dawson,193.04,68.9
Ulrik Yttergård Jenssen,185.42,82.1
Nicolas Douchez,185.42,81.2
杨程,185.42,77.1
Luis Francisco Romo Barrón,182.88,83.9
Saeed Fawaz Al Mowalad,182.88,78.9
Awadh Khamis Al Faraj,172.72,68
Julio González,152.4,73
Mert Müldür,185.42,74.8
Pablo Eduardo Sisniega Fink,193.04,78.9
Eduar Hernán Caicedo Solís,185.42,78.9
Jørgen Horn,187.96,83
Enzio Boldewijn,185.42,76.2
Philipp Ochs,175.26,74.8
Guillermo Alfonso Pacheco Tudela,154.94,76.2
Damian van Bruggen,182.88,81.2
Erik Palmer-Brown,185.42,78.9
Jonathan Ávila Martínez,187.96,88
Dominic Samuel,182.88,68.9
Lorenzo Burnet,170.18,64.9
Ralf Seuntjens,193.04,93
Lucas Akins,152.4,78.9
Mark Hughes,187.96,83
Matías Campos,152.4,76.2
Thilo Leugers,182.88,77.1
Luke Garbutt,152.4,73
Mame Ousmane Cissokho,175.26,68
佐々木 翔,175.26,69.9
Harry Shipp,175.26,66.2
Augusto Pereira Loureiro,154.94,79.8
Alfred Ndengane,185.42,77.1
Loïc Badiashile Mukinayi,185.42,79.8
Patryk Dziczek,152.4,69.9
阿部 勇樹,152.4,77.1
Luis Alberto Cabrera Figueroa,167.64,73
Kai Pröger,152.4,73
Tino Kadewere,182.88,72.1
Brad Potts,187.96,81.2
Reuven Niemeijer,152.4,71.2
Álvaro Angulo,172.72,68
Nicolás Tripichio,175.26,60.8
Roberto Crivello,154.94,76.2
Stef Nijland,187.96,81.2
Grégory Berthier,152.4,63
황석호 黄锡浩,182.88,74.8
Alexander Grant,190.5,88
Andrés Lamas Bervejillo,187.96,82.1
Víctor Moya Martínez,154.94,74.8
Davy Frick,187.96,83.9
松田 陸,170.18,68.9
박한빈 朴限彬,182.88,74.8
Maximilian Dittgen,182.88,77.1
Lars Hutten,154.94,72.1
Elisha Owusu,182.88,72.1
El Hadji Pape Djibril Diaw,193.04,84.8
Sebastian Freis,182.88,78
Edenildo Eloi Lagoas Regalo,154.94,74.8
Joe Dodoo,182.88,69.9
Peter van Ooijen,152.4,74.8
Łukasz Broź,154.94,73.9
Morris Schröter,182.88,74.8
Nordin Jackers,187.96,79.8
Mikael Uhre,187.96,88.9
Sean Scannell,175.26,73
Gustavo Britos,175.26,66.2
João Klauss de Mello,190.5,84.8
Melker Hallberg,154.94,68
Freddie Woodman,190.5,83
Jonathan Alexis Sandoval Rojas,152.4,77.1
Jorge Samuel  Figueiredo Fernandes,167.64,63
임찬울 林昌宇,175.26,71.2
João Rodolfo Botelho Maia,182.88,76.2
Ryan Hollingshead,185.42,82.1
Nazario Otávio Serpe Cachoeira,152.4,77.1
Ben Whiteman,185.42,68
田中 順也,154.94,74.8
Michael  Gonçalves Pinto,175.26,77.1
Jordan Graham,182.88,73
Wes Thomas,154.94,76.2
Baye Mayoro N'Doye,175.26,67.1
Orkun Kökçü,154.94,69.9
Tom van de Looi,154.94,74.8
Rui Pedro Oliveira da Silva,152.4,68
Martin Milec,175.26,68.9
Patrick Möschl,175.26,68
Benjamin Halloran,182.88,77.1
Musa Nizam,182.88,73.9
Erik Domaschke,187.96,86.2
Larry Angulo,170.18,69.9
Claudio Gomes,154.94,69.9
Ludovit Reis,152.4,74.8
Narcisso Elias Mau de Faria,152.4,72.1
Luis Manuel Narváez Pitalúa,152.4,82.1
Nick DeLeon,152.4,77.1
Daniel Christensen,172.72,76.2
Jamie Mackie,172.72,71.2
Edo Kayembe,154.94,79.8
Mickaël Tacalfred,175.26,78
유주안 Ju An You,175.26,68.9
Santiago Lizana,167.64,68
Federico Casarini,152.4,73.9
Domenico Mungo,175.26,68
David Morillas Jiménez,185.42,74.8
Sergiu Suciu,182.88,76.2
John Brayford,172.72,71.2
Sergio López Galache,152.4,66.2
Eugene Galeković,187.96,91.2
Kasper Pedersen,185.42,74.8
Sven Nieuwpoort,187.96,72.1
Serge Yao N’Guessan,165.1,64.9
Elson Hooi,170.18,60.8
Alejandro Enrique Fuenmayor Castillo,182.88,79.8
Florian Flecker,172.72,69.9
Carlos Alonso Vargas Tenorio,175.26,76.2
Réginal Goreux,175.26,73
Jan Kliment,185.42,78
Jeff Hardeveld,182.88,74.8
Jailson Michel Acuna Souza,187.96,84.8
Edoardo Lancini,187.96,78.9
Niko Datković,187.96,83
Shaya Ali Sharahili,175.26,68
Mateusz Mak,175.26,64
Charles Andre Doudin Doudin,182.88,79.8
Jeremy Helmer,154.94,72.1
Idriss Mhirsi,152.4,69.9
Maxime Crépeau,154.94,89.8
Ahmed Mohammed Al Fraidi,175.26,77.1
Petar Micin,187.96,71.2
Enock Mwepu,182.88,77.1
Jonathan Amon,175.26,71.2
Massih Wassey,187.96,78.9
Nicholas Opoku,190.5,78
Ken Kallaste,182.88,79.8
Marc Lorenz,182.88,74.8
Pedro De la Vega,152.4,69.9
Dennis Jastrzembski,175.26,77.1
José Antonio Martínez Gil,187.96,79.8
Luiz Humberto Da Silva Silva,154.94,78.9
Matej Delač,190.5,79.8
Nikola Vujadinović,190.5,82.1
Owen Wijndal,175.26,64.9
Luis Sinisterra,152.4,69.9
Cheikhou Dieng,154.94,66.2
김성주 金胜俊,152.4,72.1
손정현 Jeong Hyeon Son,190.5,88
Kwang Ryong Pak,187.96,83
Marcus Piossek,175.26,73
Alf Mintzel,154.94,78.9
Merlin Koumba Abdoulaye Tandjigora,172.72,68
Daniel Escriche Romero,182.88,74.8
Matteo Legittimo,182.88,76.2
Daniel Gustavsson,152.4,73
Furdjel Narsingh,175.26,74.8
Brandon Barker,154.94,67.1
Frederik Holst,175.26,71.2
Nicolao Dumitru,182.88,76.2
Gavin Vlijter,152.4,72.1
Brayan Rovira,152.4,78
孙捷,190.5,88
Christopher Lenz,154.94,78.9
Timmy Thiele,187.96,83.9
Bradden Inman,185.42,78.9
Juan Miranda González,185.42,76.2
Abdulrahman Al Obaid,170.18,64
Pedro Chirivella Burgos,152.4,66.2
Magnar Ødegaard,185.42,79.8
Francisco Javier Rodríguez Pinedo,190.5,89.8
Abdulrahman Al Ghamdi,175.26,69.9
Nicolai Larsen,190.5,83
Joe Wildsmith,182.88,64.9
Michael Ihiekwe,185.42,81.2
Daniel Alexander Pedersen,185.42,73.9
Carlos Gael Acosta Zavala,165.1,64
John Goossens,175.26,77.1
Héctor Verdés Ortega,185.42,79.8
Djibril Dianessy,182.88,73
Rafael Páez Cardona,193.04,79.8
Vladlen Yurchenko,154.94,73.9
Kyle Vassell,182.88,78
Marko Mirić,193.04,81.2
高橋 義希,170.18,67.1
奥埜 博亮,170.18,67.1
Gaspar Panadero Zamora,170.18,62.1
Fabrice Olinga Essono,152.4,68
Anthony Forde,154.94,82.1
Zian Flemming,182.88,83.9
Tommy Thompson,170.18,64.9
Paweł Jaroszyński,182.88,83
Vlad Mihai Dragomir,152.4,67.1
Fredrik Nordkvelle,154.94,78.9
Brendon Santalab,172.72,72.1
Rolf Günther Feltscher Martínez,182.88,89.8
Christian Kum,182.88,71.2
Marco Zambelli,182.88,77.1
Fabio Strauss,195.58,83.9
Pier Miqueas Barrios,154.94,82.1
Andrew Durante,182.88,74.8
Eduard Atuesta,154.94,71.2
豊田 陽平,185.42,78.9
Donald Toia,172.72,74.8
Marco Crimi,152.4,66.2
David Okereke,182.88,74.8
Alejandro López de Groot,187.96,74.8
William Saliba,193.04,84.8
Kouadio-Yves Dabila,182.88,79.8
Kevin Rodrigues Pires,170.18,59.9
Berat Sadik,193.04,83
Marcos Agustín Gelabert,175.26,72.1
Warren Creavalle,182.88,69.9
Jordan Lotiès,190.5,83
Servando Carrasco,154.94,74.8
Marvin Sordell,152.4,81.2
José Carlos Ramírez Suárez,182.88,74.8
Dani de Wit,182.88,74.8
Moritz Heyer,182.88,76.2
Federico Hernán Pereyra,185.42,82.1
Omar Bogle,190.5,79.8
Paolo Ghiglione,187.96,79.8
Thomas McNamara,175.26,77.1
Harrison Arley Mojica Betancourt,167.64,67.1
Scott Wootton,187.96,78
Alexander Bannink,185.42,74.8
Martin Kuciak,182.88,92.1
Luis Mago,182.88,78.9
安部 裕葵,170.18,64.9
Gauthier Hein,170.18,64.9
José Carlos Lazo Romero,152.4,68.9
Ezequiel Augusto Bonifacio,170.18,64.9
Demetri Mitchell,154.94,71.2
Daniel  Omoya Braaten,182.88,93.9
Borja Galán González,182.88,76.2
Carlos David Lizarazo Landázuri,170.18,67.1
Roberto Antonio Correa Silva,182.88,77.1
이창근 李灿东,185.42,74.8
Dave Bulthuis,190.5,88
김오규 Oh Gyu Kim,182.88,69.9
Stephan Fürstner,152.4,73.9
Jesús María Herrero Gómez,182.88,74.8
구성윤 具圣润,195.58,82.1
Jimmy Antonio Martínez,175.26,71.2
Lautaro Comas,172.72,67.1
Chris Burke,175.26,68
Ryan Meara,193.04,83.9
Héctor Jiménez,175.26,66.2
Luke Brattan,175.26,64.9
Hrvoje Milić,182.88,73.9
Javier Sánchez de Felipe,187.96,77.1
Matías Gómez,170.18,64.9
Anthony Grant,154.94,71.2
Marc Endres,187.96,83
Krzysztof Kamiński,190.5,82.1
Nelson Fernando Ramos Betancourt,187.96,83
Patrick Kammerbauer,175.26,73.9
Gustavo Hamer,167.64,60.8
Ross McCrorie,190.5,79.8
Miroslav Čovilo,193.04,87.1
Ramiro Costa,190.5,86.2
Naoaki Aoyama,182.88,74.8
Maynor Alexis Figueroa Róchez,154.94,84.8
Mohamed El Hankouri,175.26,69.9
Vladimir Rodić,175.26,73.9
Ben Sweat,187.96,78.9
Fabián Jorge Manzano Pérez,172.72,71.2
Ibán Salvador Edú,172.72,72.1
Matt Jarvis,170.18,72.1
Dabney dos Santos Souza,175.26,68.9
Ilson Pereira Dias Júnior,152.4,84.8
Jose Cleylton de Morais dos Santos,190.5,89.8
Marco Mancosu,154.94,77.1
Alex Bruce,154.94,81.2
長泽 和明,172.72,68
Robbin Ruiter,195.58,82.1
Dimitris Nikolaou,190.5,92.1
Germán Andrés Gutiérrez Henao,170.18,74.8
Daniel De Silva,170.18,59.9
Morgan Gibbs-White,152.4,69.9
Tiago David Janeiro Caeiro,193.04,83.9
赵旭日,185.42,83.9
Beni Baningime,152.4,69.9
Bastián San Juan Martínez,152.4,76.2
Dmitriy Efremov,154.94,69.9
Jhonnattann Benites da Conceiçao,165.1,64.9
Nicolás Palacios Vidal,190.5,82.1
Jake Forster-Caskey,152.4,64
윤석영 尹硕扬,182.88,76.2
Ruben Herráiz Alcaraz,175.26,73
Sammie Szmodics,167.64,64
Jesse Gonzalez,193.04,83.9
Jay Spearing,167.64,69.9
José Joaquín Martínez Valadez,152.4,67.1
Leonardo Gabriel Rolón,170.18,69.9
Tuur Dierckx,170.18,68
Freek Heerkens,182.88,79.8
Conor Townsend,182.88,73
Hans Martínez,152.4,73
Georgios Galitsios,182.88,78
Ikromjon Alibaev,172.72,62.1
Karamoko Cissé,182.88,78
Liam Feeney,182.88,76.2
James Coppinger,170.18,64.9
Kasper Larsen,190.5,88
George Moncur,175.26,63
Chris Seitz,190.5,107
José Corpas Serna,175.26,66.2
John Mousinho,185.42,78.9
Sam Field,185.42,64.9
Santiago Zurbriggen,152.4,68.9
Davide Marsura,187.96,78
Tiago Henrique Damil Gomes,152.4,72.1
David Bingham,187.96,86.2
Ryan McGowan,190.5,78
Thomas Rogne,185.42,86.2
Tommaso Augello,154.94,69.9
Kasper Fisker Jensen,170.18,71.2
Víctor Aquino,187.96,84.8
José Santiago Rosales,154.94,72.1
Walmer Pacheco Mejía,172.72,59.9
Massadio Haïdara,152.4,76.2
Simone Aresti,187.96,78
Hildeberto José Morgado Pereira,152.4,77.1
Bart van Hintum,152.4,76.2
Stefan Daisuke Ishizaki,154.94,81.2
Billy Jones,154.94,77.1
Tom Flanagan,187.96,76.2
Danny Rowe,182.88,76.2
Volodymyr Kostevych,175.26,66.2
Rasmus Lindkvist,182.88,73.9
이종성 李忠成,187.96,72.1
Amer Shafi,182.88,83
Marc Pedraza Sarto,182.88,73
Dorian Dervite,193.04,84.8
Mathias Honsak,187.96,78
Rodrigo Tarín Higón,182.88,79.8
Ryan Manning,172.72,66.2
Michael Parensen,154.94,78.9
Javier Fernández Abruñedo,172.72,63
Sunil Chhetri,170.18,69.9
Jan-Philipp Kalla,154.94,73.9
Florian Valot,175.26,74.8
Franz Brorsson,185.42,81.2
Miguel Olavide Montes,152.4,69.9
Yonatan Yovanny Murillo Alegría,182.88,69.9
Simone Pasa,182.88,84.8
Phillipp Steinhart,182.88,69.9
Jesper Drost,175.26,74.8
Lawrence Ofori,154.94,74.8
Omatsone Folarin Aluko,172.72,74.8
Raphael Framberger,152.4,73
Vladan Adžić,193.04,84.8
Jairo Palomino,182.88,69.9
Marcelo Rivoredo,182.88,78
Christoffer Remmer,182.88,78.9
Fabian Koch,154.94,68
Matthew Pennington,185.42,77.1
George Long,193.04,93.9
Carlos Esquivel Silva,172.72,67.1
Thomas Deng,182.88,73.9
Mohammed Al Fatil,152.4,72.1
Jairo Morillas Rivero,185.42,78
Adam Hloušek,187.96,76.2
Kaio Jesus Aldair Porto,175.26,63
Tyronne Ebuehi,187.96,72.1
Cristian Flórez,154.94,79.8
肖智,187.96,79.8
Stéphane Darbion,182.88,77.1
Todd Cantwell,182.88,69.9
Tayfur Bingöl,154.94,73.9
Moussa Sao,185.42,73.9
Zac MacMath,187.96,88
Emanuel Biancucchi,152.4,64.9
Mikhail Lysov,182.88,72.1
Florian Tardieu,152.4,73
Michaël Barreto,175.26,63
David Bates,190.5,83
Héctor Berríos,175.26,67.1
Toni Wachsmuth,182.88,79.8
Kortney Hause,190.5,93
Jérémy Clément,154.94,76.2
Joseph Amoah,152.4,71.2
Jake Hesketh,167.64,63
Bryan Andrés Carvallo Utreras,165.1,60.8
Gary Tello,170.18,64.9
北川 航也,154.94,73.9
Romano Perticone,182.88,76.2
Crysan C. Queiroz Barcelos,190.5,82.1
Branislav Niňaj,190.5,84.8
Mirko Bruccini,182.88,69.9
白崎 凌兵,154.94,69.9
Jeremy Ebobisse,182.88,78.9
정원진 政原进,175.26,64.9
Jerold Promes,185.42,89.8
Tommie Hoban,187.96,83.9
박진포 朴珍铺,172.72,72.1
Andrea Arrighini,154.94,74.8
Tyler Miller,193.04,93
William Francisco Luis Arboleda Perea,175.26,69.9
Robbie Benson,175.26,77.1
Cristian Salvador González,182.88,77.1
Sebastian Szymański,175.26,58.1
Matías Andrés Escudero,175.26,74.8
Michael Turner,193.04,89.8
Jakob Nerwinski,182.88,78.9
Maximiliano Lovera,170.18,64.9
Luca Belingheri,182.88,69.9
Christoph Monschein,152.4,73.9
Vitor Costa de Brito,182.88,73.9
황현수 黄贤秀,182.88,79.8
Mouhamadou-Naby Sarr,195.58,88.9
Nick Blackman,185.42,73.9
Oihan Sancet Tirapu,187.96,73
Leon Guwara,185.42,83
Alessandro Martinelli,175.26,68.9
Ashley Fletcher,187.96,78
Cyriaque Rivieyran,172.72,68
Mohammed Marzouq Al Kuwaykibi,167.64,60.8
Kylian Hazard,170.18,69.9
Bryan Alfonso Vejar Utreras,167.64,64.9
Baptiste Aloé,182.88,77.1
Igor Vetokele,172.72,73.9
Josh Morris,182.88,72.1
Franck Mbia Etoundi,185.42,82.1
Jimmy Ryan,154.94,67.1
Derik Osede Prieto,182.88,73.9
Johnny Juul Thomsen,154.94,76.2
Dennis Kempe,187.96,86.2
Craig Noone,152.4,68.9
Jhonier Viveros Díaz,170.18,69.9
Błażej Augustyn,190.5,84.8
