,Label,Pyruvate,MethylSuccinate,Phosphoglyceric Acid,Glucose 1-phosphate,Malonic Acid,Fumaric Acid,Alpha-Ketoglutaric Acid,Sarcosine,Cadaverine,5-Aminovaleric Acid,Pipecolate,Tyramine,1-Methylhistidine,isoValeric Acid,2-Hydroxyisovaleric Acid,3-Methyl-2-Oxovaleric Acid,2-Aminoisobutyric acid,Creatinine,Betaine,Taurine,1-Methylhistamine,Pyroglutamic Acid,Creatine,4-Hydroxyproline,Homocysteine,Cysteamine,Carnitine,Glycerate,N-AcetylGlycine,Guanidinoacetate,Benzoic acid,Citraconic Acid,Glutaric Acid,Oxaloacetate,Anthranilate,2-Hydroxyglutarate,2-Aminoadipate,Homogentisate,Hydroxyphenylpyruvic acid,Kynurenate,Xanthurenate,Pantothenic acid,L-Kynurenine,3-Hydroxykynurenine,Cytidine,Uridine,1-Methyladenosine,Hypoxanthine,Oxypurinol,Xanthine,Orotate,Allantoin,Urate,Xanthosine,AMP,IMP,ADP,Adenylosuccinate,Choline,Dimethylglycine,Niacinamide,Methylmalonate,Ascorbic Acid,4-Pyridoxic acid,Biotin,Pyridoxal 5'-phosphate,Trimethylamine,Trimethylamine N-oxide,Shikimic Acid,Hippuric Acid,4-Hydroxybutyrate,Acetylcholine,Deoxycarnitine,13-HODE,18-Hydroxyarachidonic acid,Glycochenodeoxycholate,Acetylcarnitine,Azelaic Acid,Myristic Acid,Margaric Acid,Linoleic Acid,Linolenic Acid,Mannose,Sorbitol,Glyceraldehyde,Erythrose,myoinositol,Fructose,D-Glucoronic acid,N-Acetylneuraminic acid,Lactose,Sucrose,Ornithine,Citrulline,Propionate,Oxalic Acid,Acetoacetate,Adipic Acid,Ribose-5-P,Geranyl-PP,Glycine,Alanine,Serine,Proline,Valine,Threonine,Leucine,iso-Leucine,Asparagine,Aspartic Acid,Glutamine,Lysine,Glutamic acid,Methionine,Histidine,Phenylalanine,Arginine,Tyrosine,Tryptophan,Cystine,lactate,3-Hydroxybenzoic acid,Succinate,Glucose,V127,V128,V129,V130,V131,V132,V133
10,1,14.14251133,15.60954119,13.66691862,12.49289775,12.58149666,12.79447534,14.97988369,11.53187772,11.25550048,15.90766341,15.46536949,10.96419722,14.81780226,13.77448808,15.48770401,10.85050463,11.45030189,16.0507982,15.63497191,15.27489137,11.28851583,11.34531757,14.44364186,14.35586065,10.27270781,13.82819385,16.71309155,12.19406622,13.03775855,12.46767311,12.87921974,14.24038278,13.36395552,11.78294471,14.59028072,14.55778619,11.41946621,14.49230366,11.29351242,11.95961947,12.20808482,14.22590968,11.88756632,12.09813452,8.973890096,11.39941513,15.27492701,14.37068832,12.30994332,13.55736617,14.49986716,13.0599318,17.57992582,11.27118685,13.32645569,11.92191342,13.74402062,11.60466377,16.71215831,12.55825387,12.29199241,13.5060374,13.18892363,13.52808627,12.96013645,12.19255629,13.53015462,15.6102508,14.77799798,14.05243996,12.18570389,14.91264196,11.18984305,10.56556119,10.30252077,12.54898447,16.65994385,12.89624876,12.85191855,10.75629804,10.47692223,13.29290443,16.44545057,12.40727319,11.62294772,12.46467502,14.55010486,12.87120027,12.89746568,11.66643701,14.17313157,12.57620286,14.36277138,16.8065796,10.22517985,11.42769135,10.83384223,11.83832128,11.58096799,11.67691279,4.651593878,5.931513122,3.755580979,4.72712623,4.717270335,4.412083219,4.447613481,3.789513727,3.517661162,1.887200675,6.14127691,5.136308452,4.59178838,3.175598556,4.534322849,3.851183255,4.045717228,3.791062991,3.481940553,2.637357534,7.046317434,1.778769352,2.315887769,8.46185608,,,,,,,
11,1,13.80989741,15.62210981,13.74220249,12.1679168,13.69253886,13.79299843,14.75957852,11.74308589,10.91089388,16.15978039,15.1826972,10.84432679,14.96587944,13.86499468,16.15299367,11.22357813,12.23526364,16.29204355,16.4890657,15.12402546,11.56676439,11.18014513,14.11719469,13.61277402,10.16084217,14.06973726,16.63893439,12.68708326,13.55926942,12.11634988,13.00735374,13.90698295,13.50179263,12.89473213,14.67573022,14.50385096,11.5527888,14.46657419,11.48008812,11.38042291,12.2819261,15.08487844,12.50066764,12.10154257,9.904104245,11.68252314,15.63195786,13.4854561,12.29279419,13.48794481,14.48523893,13.51941311,17.38620362,12.06486367,13.53150864,12.01433479,13.20178104,11.8562614,17.34970608,13.0958884,12.00303226,14.94675633,13.74235503,13.59936857,13.34400674,12.3931595,13.51154725,17.02866548,16.40785392,15.18115223,12.68399101,14.84663768,10.97114223,11.60948347,10.20992846,12.26820087,16.79083778,13.24939185,13.1718569,11.60252289,11.60780136,14.17662921,16.47114804,12.45408786,11.43805338,12.56824927,15.01061257,14.46319603,13.61781791,11.84107197,11.25561379,12.78497528,14.7783419,17.24342265,10.87728798,11.11763295,11.7830642,12.34608317,11.49436813,11.61412362,4.614741495,5.542411575,3.942072464,4.745616844,4.850896355,4.305249724,4.585573453,3.978092657,3.714744379,1.841823155,6.030344823,4.795860092,4.027866199,3.118765676,4.425707357,4.131132764,4.051108579,3.838748443,3.72252681,3.343930721,6.517728458,2.972389901,2.483654089,8.549540219,,,,,,,
12,1,13.74414927,15.46818483,13.29372245,11.72601845,14.04888781,13.51763633,14.72926237,11.715407,11.01201698,15.98105593,15.48454001,10.79429768,14.33335896,13.76372293,16.6867473,10.80511016,12.20334724,16.1678326,15.95925797,14.96171151,10.87490815,10.88770815,15.22659245,13.85095032,10.2468961,13.81719941,16.94766367,12.34634867,13.11075279,12.35270413,12.63076247,14.02732064,13.61700684,12.05578703,14.43696276,14.72042648,11.43648576,14.46046734,11.4830303,11.63520054,12.11369459,14.46239612,12.27288466,11.91786065,10.31653643,11.6686183,15.39333365,13.82183076,12.30736875,13.64039754,14.37626951,13.44248331,17.41902567,11.7807372,13.0645764,11.50730351,12.69856224,10.79400892,17.27183308,13.65994926,11.58841442,14.55266014,13.05171618,13.66068951,13.30707362,12.20242532,13.827776,16.45611485,16.73888851,14.20603495,12.58485234,14.90639431,11.03116993,11.79336679,10.4304829,12.2000204,16.97919544,12.89964357,12.84537156,11.45834263,11.7660548,14.63794001,16.42547415,12.44081363,11.3196617,12.43660493,14.79019983,12.60132041,12.98530729,11.44566466,10.7867051,12.60921994,14.53850684,16.58086915,10.87733473,11.08673642,11.89859883,11.93330941,11.51020577,11.53591108,4.481922644,5.390187854,3.674201538,4.567042177,4.739456547,4.411675005,4.450548201,3.705845171,3.548422912,1.595563881,5.950704999,5.1035517,4.236289718,2.983564606,4.301113975,4.029261289,4.236022417,3.878883789,3.295230797,3.222022956,6.638163533,3.179534878,2.082591775,8.420687099,,,,,,,
13,1,14.12914636,15.70127133,13.62029721,12.11945524,13.19110031,14.77470971,14.77533458,11.83823168,11.05207065,16.0128415,15.63287712,10.99590268,15.01548679,13.52776828,16.9139396,13.04291227,12.11121558,17.02480624,16.48532799,14.96063016,11.51133652,11.01309355,14.57408708,14.1955891,10.39456023,15.06145374,16.84341031,12.67474088,14.07508521,12.65639338,12.86227703,14.4652635,13.63607656,13.21934358,14.473877,15.12280164,11.74174772,14.60071581,12.41581223,11.70399581,12.19031633,15.0874049,12.67446472,11.99765172,9.620580692,11.5901732,15.40349295,13.89876933,11.94332861,13.11499144,14.39670582,13.42024429,17.47446056,12.24929491,13.26283635,11.52595246,12.53922578,11.23028943,17.33767621,13.54781935,11.6422541,15.41511128,13.96142234,13.51055395,13.16135847,12.30004956,13.64740331,16.96576644,17.80492527,16.72992826,12.54683858,15.34495813,11.6262615,11.70269185,10.65508221,13.73674404,16.81384189,13.06515035,13.24388475,12.10950577,11.63020191,14.48180909,16.40725596,12.02853176,11.40728653,12.4577443,15.63367542,14.86272965,13.37166239,12.27814751,12.647083,12.71058647,15.09039591,17.23148147,11.25289186,11.01055672,12.37017165,12.3986706,11.47520382,11.87846297,5.072706477,5.866309574,4.191620444,5.001172827,4.724723976,4.665155891,4.568072929,3.870774922,3.806659765,1.609771348,6.068951535,5.301030727,3.854551333,3.278426067,4.544416408,4.055628039,4.581340861,3.444664236,3.396682066,3.789357599,6.840733027,2.249873355,2.199526197,8.260776671,,,,,,,
14,1,13.68064043,15.6101493,12.57552411,11.57421854,13.53264538,13.24409728,14.85953059,11.68464185,11.42844372,16.04822783,15.58083464,11.15934489,14.51598732,13.89990611,16.82832902,11.47234519,11.96804789,16.31421927,16.35380023,14.66808417,10.91105207,11.15708968,15.19220178,13.90435141,10.53995092,12.96608918,16.90225503,12.52427094,13.89558783,12.2762019,12.99595107,13.50949597,13.93068837,12.20204404,14.52444547,14.57392511,11.6257121,14.30637845,11.60399268,11.58957698,12.33423117,13.52772929,12.4136566,12.04318284,9.688906686,11.7778167,15.35020604,13.52732711,12.2282132,13.56431723,14.39015503,13.38117998,17.36913099,12.19044961,12.65616275,10.32355451,12.45132422,10.86185864,17.1800725,13.64858678,11.21912628,14.61220508,12.94455866,13.48125987,13.59883881,12.25921336,13.81938465,15.88909519,17.16879044,13.23632871,12.26025048,15.34874691,11.56993935,11.09235815,10.61638291,13.74970146,16.81241437,12.91974372,12.5357409,11.15797203,10.94499241,13.87674826,16.47477936,12.03908271,11.44143161,12.60766806,14.71161954,12.51258157,12.47215864,11.42745713,10.78182817,12.82712007,14.8020768,17.39867634,10.94890901,11.10462558,12.0100526,11.88586252,11.68471735,11.83520447,4.647972464,5.211364552,3.923219623,4.758410976,4.909627382,4.403185599,4.603992516,3.912942676,3.663572442,1.721617408,6.049650295,5.168151298,4.095955051,3.031384972,4.390466782,4.02411606,4.350741063,3.509531201,3.469934622,3.227814789,6.379668189,2.746176133,1.904801198,8.636017168,,,,,,,
15,1,13.68761795,15.1755486,13.58102361,11.94777298,13.47151278,13.25800064,14.61512896,11.88116989,11.10732931,15.88199433,15.25615219,10.91960548,14.70466471,13.73870833,16.35846944,12.61229178,11.91922306,16.1208886,15.4217675,14.79200346,11.21506303,11.07820306,15.19384715,14.77442704,10.46227391,13.76640417,16.58959899,12.66745478,13.15954316,12.18751403,12.83866992,13.17369263,13.38609272,12.05975377,14.55790091,14.71531775,11.5814008,14.68080725,11.64115474,11.36674627,12.03281898,14.71623477,12.23335401,11.97390061,9.830079932,10.66660159,15.38096754,13.27826352,12.22944338,13.28948897,14.33317154,13.30955445,17.63437415,11.66638957,13.10526541,12.0261465,13.02772706,11.36849734,17.12144577,13.34667547,11.54397775,14.6828395,12.80318705,13.6208495,12.67954956,12.33101042,13.46131021,16.44389295,18.04852917,14.33966264,12.4965104,14.50705345,10.78764265,12.07713194,10.12525292,12.60091637,16.260289,13.00921883,12.82789497,11.29753462,11.4766503,14.45014612,16.34324311,12.41404933,11.43037575,12.47285515,14.7320066,13.10003247,13.31443739,11.47745953,12.52440886,12.76174633,14.76372932,16.76222586,10.64836717,11.07822949,11.90711701,12.13580994,11.06074317,11.96455977,4.493320965,5.255415552,4.144180497,4.293939323,4.589757119,4.259930372,4.297097906,3.493225501,3.160864397,1.504154292,5.918721454,4.81745056,4.513055374,2.953033525,4.248590715,3.873307355,3.938294283,3.795237421,3.151505541,3.06965958,6.574423786,2.687734845,2.518272932,8.428316421,,,,,,,
16,1,13.96885893,15.71727248,14.2098764,12.83254711,12.71542105,12.59181432,15.04992301,12.07293865,11.11883144,15.75200599,15.42143874,10.80211689,15.85971199,13.64370733,15.79905954,10.9827579,12.12592842,16.29302178,16.01838392,15.44148224,12.443198,11.18538895,14.4024886,14.5844724,10.06337616,13.10888243,16.57796943,12.75644164,13.3124844,12.70277669,13.62399508,15.89110199,13.60600882,12.70071231,14.49566229,14.57016157,11.01558773,14.06655266,11.74186801,11.84692261,12.15840614,13.76281303,12.07178425,11.97350329,9.902588309,11.56364715,15.2834528,13.54476582,12.14474243,13.40592903,14.5941369,13.35520259,16.89489017,11.76563363,13.98161307,12.92742308,13.82044637,12.80297754,17.30076733,13.23804878,12.24354243,14.46442243,13.53934004,13.50961799,13.1539018,12.30909951,13.46832208,17.11656984,15.92712506,15.94597725,13.1137041,14.9213655,10.91018196,11.83454367,10.46465559,13.21687279,15.88189153,12.9192123,13.12117772,11.42303771,10.94757423,13.58414001,16.46202066,12.25808212,11.80178098,12.21093016,14.92109462,13.28028033,13.31897678,12.03047319,12.28741029,12.65605393,14.86784275,17.17644627,9.842810558,11.01822504,11.44530195,12.23269586,11.40497176,11.62211535,5.376344216,5.763869207,4.303803821,5.162190892,4.49850349,4.694434311,4.223022738,3.859080845,3.738930948,2.015018552,6.200219278,5.01028596,4.234571453,3.260696711,4.288854552,4.057998024,4.355600945,3.630268156,3.395057564,3.401752461,6.808454177,2.066937278,3.101139717,8.405999286,,,,,,,
17,1,13.76525744,15.40385315,12.89517498,11.78947961,13.12474411,13.46870689,14.55917617,11.74228472,11.18824586,15.80192697,15.29982103,10.97574065,15.80686565,13.75461635,16.64844167,11.33915176,11.79896859,16.06755391,15.31515451,14.89727164,12.16912784,10.99611553,15.93011346,13.67802826,10.20726703,13.57951322,16.63094717,12.62162029,14.14412987,12.57560475,12.72706483,13.75694691,13.51447183,11.98383074,14.52226027,14.2494518,11.1017276,14.50652596,11.88179581,11.60624772,12.10844286,12.96817783,12.56636266,12.23008187,9.284076417,11.4242749,15.00648288,13.24006439,11.94904417,13.28587322,14.1856414,13.22634967,17.56758914,11.1515678,13.38302062,11.16830877,13.05590772,11.61132536,16.98343824,12.88112445,11.77217962,14.63918003,13.20756584,13.5785589,13.15826374,12.54896846,13.4085164,16.13160149,17.31243867,14.58657743,12.18270032,14.40288769,10.79714426,11.91262855,10.39283708,10.5383199,16.1497578,13.04953832,12.27394097,11.24367881,11.58319255,14.22429968,16.36916601,12.07255762,11.71929931,12.46778005,15.02812117,13.37323037,12.50228513,11.25010158,12.21215262,12.74424591,14.61131734,16.94518632,10.89216281,10.87733552,11.60314209,11.87919591,11.46748858,12.16475897,5.286878575,5.412707831,4.141703779,4.563371452,4.622571923,4.380907585,4.299450908,3.607048797,3.530225341,1.630067416,5.942940829,4.971153683,3.715889818,2.902328452,4.235208811,3.908400975,4.128799114,3.580228434,3.282371206,2.734749321,6.465380349,2.306237211,2.245427809,8.347027709,,,,,,,
18,1,13.98354048,15.68010631,12.6984738,10.70872195,12.80845602,13.41288043,14.89261792,11.56367272,10.89109589,16.00788579,15.60572669,10.77867109,15.19719489,13.62047068,16.851334,11.18529071,11.78541553,16.78888817,16.12690071,14.28639675,11.72318605,11.04620873,15.15217812,14.25999152,10.27514894,13.42851758,16.92398341,12.60273804,14.23418151,12.36954729,13.0671179,13.78559028,13.83262874,12.40607344,14.51220003,14.6988946,11.45465088,14.59724863,11.86899566,11.81331399,12.01063948,13.02203102,12.65547894,12.06215343,9.103640198,11.63119935,15.3788557,13.59630329,12.18836225,13.47142981,14.56363935,13.22004842,17.39128187,12.38690108,11.78071623,NA,10.24731244,10.72400171,17.15240543,13.2073347,11.06758614,14.50960726,13.25900307,13.4617721,13.30206177,12.33521413,13.75517922,17.83006399,17.24211833,14.83912124,12.50064799,15.29919819,11.62432273,11.37512867,10.5305243,12.21721583,16.54374073,12.64713949,13.3284343,10.99086833,11.31097469,14.14331984,16.39621106,12.16688807,11.48757729,12.44766896,15.18272636,13.61028977,12.65275328,11.73648942,12.22682005,12.81940244,14.84715385,17.36793154,10.22521671,11.41774597,11.28822146,12.32573706,11.52182877,11.35113951,5.138721661,6.025531277,4.044456571,5.039003776,4.74453808,4.657148038,4.498980141,4.001374813,3.626184466,1.457606518,6.129263497,5.13710289,3.455889304,3.23610971,4.492818795,4.153621665,4.54582902,3.617080561,3.383941867,3.092288381,6.930978226,1.890642489,2.430250471,8.374290594,,,,,,,
19,1,13.95063243,15.57475936,13.30037519,11.89306243,12.8831206,14.02040271,14.77930749,11.53785694,11.11315602,15.74893793,15.14896257,10.93993709,13.44867768,13.7457958,15.69393446,10.78785937,11.49169185,16.28910956,15.749189,14.89694394,9.86183687,11.09391171,14.49576578,14.01808831,10.33024022,12.84304632,16.66241938,12.79561182,13.76350245,12.79811191,13.12972297,14.15756063,13.24435041,12.04220071,14.51553994,14.59594577,10.97042458,14.60508086,11.57710618,11.78016501,12.19911908,13.06834513,11.82131741,12.06924498,9.169590895,11.13956819,15.06384823,14.19663344,13.782141,14.77071931,14.40477221,13.11000446,17.48788765,12.10659367,13.67331541,11.68305125,12.86136077,11.97170689,16.8679864,12.40594339,11.38691061,14.37006096,13.56975429,13.46211366,12.7238225,12.29670206,13.45993674,16.639895,17.10132135,15.30317295,12.61218193,14.64685133,11.10877734,11.13285898,10.39501108,11.16616092,16.18618541,12.78169434,13.27245808,11.4373566,10.82625145,13.86406698,16.38171896,11.89937914,11.3776637,12.28330419,14.8603059,14.94212849,12.88079727,11.29514357,13.01052474,12.70609351,14.80724318,16.9204017,10.03932445,11.02102121,11.31767012,11.94007448,11.01695276,11.49240735,5.220780923,5.51482831,4.373680039,4.63421452,4.392117423,4.569000714,4.278445844,3.616562651,3.602634019,1.852151002,6.181242195,4.783342225,4.213659821,3.030226579,4.353195431,3.875130448,4.240748727,3.308493173,3.46087976,3.393666681,6.664454901,1.805228575,2.296137349,8.40944041,,,,,,,
21,1,13.8977491,15.38029103,13.74777793,12.12743453,12.50879328,13.8054816,14.614497,11.81831505,11.13307979,16.09153669,15.48640333,10.9932909,14.74217518,13.65454177,17.22103354,11.72392838,12.08486872,16.5524128,16.05632674,15.09103542,11.20657598,10.70843905,15.22335382,14.43753681,10.17939675,13.41725389,16.61017762,12.48979119,13.84264281,12.43057887,13.1930198,15.23321086,13.84744694,12.39788968,14.5729649,14.68081378,11.77129329,14.37185186,11.67717838,11.45356506,12.08132989,12.89944553,12.37582315,12.03599576,9.596010818,11.9138909,15.30092151,13.76773487,12.38332854,13.46871772,14.24697214,13.52389244,17.36231585,11.84554899,13.32239835,12.4952249,12.93311743,11.64029496,17.34545443,13.03964147,11.41339941,15.20023085,13.63579894,13.54931756,13.62947534,12.485755,13.49062854,16.94031879,16.92988863,14.40375606,12.14766851,14.88229869,11.08209668,10.98724814,10.38728532,10.57558531,16.13695459,12.68467513,12.73927628,10.66714461,11.15059513,13.41622288,16.36367974,11.86251794,11.22551104,12.41847851,14.85426606,14.6194279,12.79502413,12.38069896,12.43163397,12.6569542,14.64727417,17.13557652,10.89117195,11.02058536,11.99200373,11.77063178,11.43359007,11.75645156,5.048653205,5.35244916,3.931933723,5.127939263,4.796203356,4.313722217,4.426251482,3.685471411,3.454005362,1.631009143,5.866729046,5.077087892,4.176493074,2.935079593,4.366451561,3.866621554,3.888264291,3.22760983,3.401630538,3.449233294,6.506021371,1.597860701,2.052518114,8.268800278,,,,,,,
22,1,14.2450372,15.81217366,13.54650244,12.01819546,12.59095577,13.11037449,14.91087204,12.04410704,11.03893279,15.94773631,15.24650139,10.95411589,14.91356219,13.73355486,16.89637235,11.36880728,11.95748455,16.19393714,16.21638315,15.12875005,11.41344858,11.10926531,15.14529325,14.39784454,10.2225845,13.10501177,16.77339737,12.49775616,13.87668197,12.75256166,13.97513719,14.15816726,13.92548924,12.32491606,14.51503364,14.45287282,11.48098029,14.40790962,11.90499902,11.88739572,12.16942697,13.09597028,12.26118868,11.92238569,9.635563079,11.20557976,15.22035357,12.78199939,11.50559641,12.66421018,14.19314266,13.21457809,17.31899373,11.73679583,13.04220125,11.92203544,13.13997674,11.84054421,17.14432409,13.59206134,11.81635482,14.73829452,12.99364217,13.64838179,12.91498159,12.28425274,13.62275415,16.92572289,16.55023107,15.46411561,12.32518274,14.988224,11.06503126,11.0428278,10.47808445,11.53498108,15.98888451,13.59471503,13.24447438,11.59343625,10.45882164,13.41025242,16.42593138,12.22214926,11.36448818,12.43420499,15.09981506,13.87679453,12.76406838,11.47129715,12.56821727,12.8157975,14.7119579,17.13583395,10.33500861,11.51051913,11.84791664,12.29152997,11.83343149,11.78899613,4.938822785,5.685734764,3.826171387,4.872862676,4.656657407,4.81891303,4.471756271,3.798396114,3.755230508,1.700641425,6.168401422,4.866193467,4.187035572,2.977610327,4.430238722,3.97214353,4.32446518,3.539774409,3.491140786,3.180241827,7.050081898,1.579378478,2.231079102,8.296082632,,,,,,,
23,1,13.46726261,15.72586233,11.45401561,11.26393475,12.83572019,14.14430167,14.69480704,12.07409717,11.18960426,16.03036371,15.54994205,11.05716012,13.20077416,13.81991247,16.2283882,11.12553371,12.27270696,16.43175379,16.02051143,14.78263641,9.997633917,10.86454497,14.88313882,14.0178013,10.01196251,14.57205455,16.61157317,12.41858636,13.48287636,12.57946544,13.08488895,13.90315168,13.20113153,12.59482972,14.52808891,14.4880263,11.48541257,14.23282756,12.00446642,11.49278752,12.23399038,14.40226275,12.46795095,12.15453337,9.934513724,11.24106229,15.00664281,13.40444494,11.63932949,12.95395664,14.24213165,13.61517904,17.29749595,11.45343931,11.98917027,9.978280602,11.35456786,10.41318808,17.28645427,13.31738124,11.09692976,14.85885828,13.68440296,13.47550063,13.23753724,12.30231513,13.43812158,15.73222419,16.39359579,15.69976514,12.02864647,14.77749265,10.9614222,11.60276025,10.73871652,12.90179544,16.07237221,13.23857996,12.3964535,11.58503627,11.14241654,14.04525654,16.26688622,12.21312601,11.562689,12.5547146,15.02881273,14.46355971,12.87690028,11.4464902,11.86599673,12.67266111,14.8691666,17.01326619,11.09391592,10.74498823,12.00155829,11.92598878,11.64080418,12.07892565,4.848362834,5.6112782,3.79653604,4.899738378,4.838603709,4.612708629,4.511330746,3.869460687,3.7451022,1.380571309,6.035658791,5.284944206,3.736017706,3.131211478,4.471357986,4.072837637,4.317055424,3.623548231,3.352588252,3.26330447,6.267477467,2.068565849,2.031867929,8.44500265,,,,,,,
26,1,14.1274353,15.65191784,12.19474473,11.20162478,13.43949041,16.28743005,14.55385899,11.74955901,11.24226765,15.92725286,15.48009788,10.92523941,15.81286233,13.90344424,16.78403225,11.54774051,12.08587261,16.90505306,15.88300034,14.34583425,12.22685223,11.04946064,15.10255767,14.40289207,10.24663445,14.00341517,16.44878435,12.60521298,14.05450446,12.65343569,12.47923973,13.65654431,13.27076486,13.37663433,14.42932504,15.07656788,11.92479891,14.48912704,12.04103423,11.71102357,12.04061678,13.86554983,12.68863105,12.16732459,10.35004701,11.19160249,15.30860712,13.35772532,11.18698859,12.35931588,14.41165427,13.63750463,17.54108481,11.72554256,11.57396495,10.061072,11.35587505,10.38958174,17.34677117,13.143469,10.85237675,15.33179097,14.02690093,13.55974392,13.22347229,12.43419596,13.24168022,17.03939935,17.44368578,15.87722924,12.12526268,12.57365688,NA,10.98728704,10.50957235,11.69702721,15.81103,13.25984245,12.56878062,10.97866203,10.8031914,13.31254395,16.35966996,12.2201471,11.92776425,12.6825747,15.25494843,14.04114994,13.33276579,11.81292348,12.32017371,12.65934557,15.09520588,17.62170755,11.40931694,11.36910998,12.34880102,12.36326888,11.41925642,12.18136252,5.048002344,5.572677468,4.107045467,4.735050901,4.792096836,4.650470594,4.425442914,3.726395052,3.793339548,1.488627456,5.938680179,5.146819745,4.074844537,2.963327695,4.312397133,4.043006454,4.473886396,3.642214724,3.313220507,3.418679078,6.692759136,1.664492126,1.530226714,8.48924826,,,,,,,
27,1,13.74630784,15.7337817,12.90827574,12.01977776,14.30145374,14.01603519,14.89708067,12.15520624,11.30793572,15.75938679,15.64029471,10.85357574,16.17958487,13.79118962,17.50048217,11.75278822,12.43686516,16.76290829,16.17293058,14.95001083,12.69384217,11.25159942,14.61245801,15.0310894,10.2190094,13.99764406,16.73684502,13.08849225,15.96869256,12.41611897,13.05925641,15.26126868,14.13960952,13.15621681,14.48443984,14.75728326,11.36974334,14.55592984,12.16710613,12.04142435,12.00521164,12.9620479,12.9775903,12.02987126,10.02887949,11.23298697,15.96816198,13.20911251,11.9648619,13.15564741,14.42797953,13.34773531,17.47530403,12.27518521,13.20213297,10.79005681,12.92178912,11.1396366,17.44597519,13.28265344,11.397286,15.02638011,14.01408417,13.53280839,13.16134799,12.36319944,13.64519739,16.865162,17.1204536,15.45536582,14.81321068,15.27553016,11.40210176,11.55100847,10.1815011,13.73460155,16.99714778,14.65579124,12.95532868,11.97940699,11.48465413,14.39161895,16.48686183,11.89255279,11.17643276,12.56850293,15.42460066,15.72925505,13.64583896,13.06729488,12.85053163,12.63754804,15.14935747,17.36850807,10.60047334,11.42094383,11.59685602,12.93994554,11.64924956,12.17457814,6.022492419,5.538662657,4.543394624,4.800254872,4.456486837,5.062346151,4.291201812,3.656739831,3.729254425,2.023058157,6.075723602,5.163461821,3.836058529,3.077386763,4.391573637,3.814082748,4.397854915,3.364056197,3.017508799,3.571675931,6.960867541,3.414172643,2.346748445,8.513824847,,,,,,,
28,1,14.10532627,15.71478967,14.31678094,12.5841277,14.03691686,14.84089345,15.00743713,11.5469731,11.22783876,15.96352823,15.68237731,11.09394051,15.42022999,13.73920567,16.5771411,11.89365685,12.09014352,16.50675929,16.35290705,14.65719647,11.82204853,11.39240078,15.05578617,14.32674242,10.27633047,13.75270925,16.98113356,12.81256117,14.93946918,12.58637956,12.7138626,14.38293596,13.85054668,13.31397428,14.47507155,14.67058556,11.00634424,14.56860775,12.11719614,12.03043602,12.08468256,13.2124763,12.34213559,12.06576042,10.11509454,11.4062456,15.11618208,14.6840755,12.23525859,13.57602343,14.60640452,13.65363919,17.48881043,12.13227161,13.3928628,10.4654342,11.29960499,10.04043829,17.22783909,13.83851144,11.33416548,15.16015592,13.37357376,13.64538293,13.0817421,12.44302086,13.84901845,18.16609615,16.43604174,15.69605824,12.28065229,14.78433577,10.89680277,12.08532221,10.45605822,12.20740853,16.95961301,13.00958204,12.94759483,11.95688796,11.8238323,14.65367852,16.50734435,12.2595489,11.47206719,12.57076795,15.41915629,14.84913196,13.3596049,12.01107793,13.12644691,12.72373378,14.99934513,17.36577797,11.10137861,11.4507687,12.10413104,11.96767609,11.61757848,11.96625313,5.608330342,5.933062259,4.308253934,4.882915922,4.686520302,4.431576507,4.465118625,3.770030145,3.694404589,1.307014625,6.120999812,5.192385159,3.118255165,3.072141607,4.623977152,4.011909011,4.369467391,3.635118,3.353401872,3.706221174,6.911033618,3.115917202,2.237197777,8.368830518,,,,,,,
31,1,14.02772791,15.78758723,13.35907109,11.86798146,13.15644074,13.30125962,15.19593276,12.08733893,11.10329081,15.83886857,15.31068748,10.81022991,11.82952054,13.85616928,16.18171143,11.05931473,12.39613541,16.14887896,16.71547862,15.21821095,NA,11.66674032,14.92757818,13.93441333,10.25595862,13.45128226,16.51455656,12.73401631,13.12347073,13.338403,12.7558155,13.83286549,13.87046045,11.81178981,14.46981708,14.56658831,10.80433677,14.43771907,11.07490562,11.73157482,12.15432762,13.95935071,11.98520415,12.26632566,9.687210968,10.98591446,15.27802772,13.71263582,12.485232,13.58547783,14.34794535,13.1829622,17.4424911,11.40282911,13.08284557,10.95591992,13.12960885,11.62662947,17.46992358,12.97160285,11.51150233,13.87510929,12.75368642,13.49828543,12.95665975,12.25742199,13.32533943,15.80336925,16.89486661,16.01597601,12.62786648,14.59977553,10.75620269,11.36449994,10.21353625,11.95241997,15.67742344,12.88360121,12.55748024,10.96916769,10.60870071,13.73216907,16.21443721,12.249337,11.34123243,12.54755388,14.54186294,12.2849037,12.52144381,11.6571421,12.33989827,12.74144663,14.93965742,17.12075774,10.38953116,11.2929414,10.98008881,12.00045197,11.55355755,11.56799724,4.96829258,5.767965366,4.197047384,5.039839946,4.582688609,4.81333334,4.610585531,3.911566582,3.792517704,1.933575662,6.362395489,5.071720576,4.573201311,3.292942646,4.685612796,3.910829868,4.534877498,3.61566977,3.370552155,3.219161873,6.696247651,2.453191283,2.328135318,8.42498209,,,,,,,
