,height_cm,weight_kgs
10466,187.96,88.0
10467,185.42,79.8
10468,154.94,74.8
10469,172.72,63.0
10470,152.4,78.9
10471,154.94,68.9
10472,154.94,67.1
10473,152.4,82.1
10474,187.96,88.0
10475,154.94,73.9
10476,167.64,68.0
10477,154.94,77.1
10478,172.72,67.1
10479,182.88,68.9
10480,170.18,64.9
10481,154.94,72.1
10482,175.26,69.9
10483,190.5,87.1
10484,185.42,81.2
10485,152.4,69.9
10486,172.72,64.0
10487,154.94,73.0
10488,175.26,73.9
10489,185.42,82.1
10490,152.4,66.2
10491,152.4,73.0
10492,187.96,84.8
10493,152.4,71.2
10494,182.88,82.1
10495,193.04,97.1
10496,152.4,69.9
10497,172.72,68.9
10498,154.94,74.8
10499,154.94,73.0
10500,154.94,74.8
10501,175.26,72.1
10502,185.42,74.8
10503,154.94,73.0
10504,170.18,69.9
10505,187.96,78.9
10506,182.88,73.9
10507,190.5,78.9
10508,154.94,73.9
10509,172.72,67.1
10510,172.72,66.2
10511,152.4,77.1
10512,152.4,73.0
10513,182.88,71.2
10514,175.26,69.9
10515,175.26,72.1
10516,175.26,68.0
10517,172.72,63.0
10518,182.88,76.2
10519,170.18,68.9
10520,165.1,63.0
10521,182.88,76.2
10522,152.4,68.0
10523,175.26,69.9
10524,182.88,74.8
10525,152.4,72.1
10526,175.26,72.1
10527,182.88,73.9
10528,175.26,74.8
10529,170.18,62.1
10530,152.4,68.0
10531,172.72,68.9
10532,170.18,68.9
10533,152.4,76.2
10534,152.4,62.1
10535,182.88,74.8
10536,182.88,73.0
10537,154.94,78.0
10538,152.4,72.1
10539,175.26,67.1
10540,154.94,68.9
10541,193.04,84.8
10542,175.26,67.1
10543,198.12,86.2
10544,154.94,74.8
10545,182.88,77.1
10546,187.96,83.0
10547,193.04,87.1
10548,170.18,68.0
10549,154.94,81.2
10550,167.64,68.9
10551,170.18,63.0
10552,154.94,78.0
10553,193.04,83.9
10554,154.94,78.9
10555,182.88,76.2
10556,195.58,87.1
10557,175.26,68.0
10558,182.88,76.2
10559,152.4,72.1
10560,185.42,76.2
10561,190.5,76.2
10562,190.5,82.1
10563,172.72,73.9
10564,185.42,74.8
10565,175.26,68.0
10566,182.88,74.8
10567,170.18,68.9
10568,170.18,67.1
10569,198.12,78.0
10570,190.5,89.8
10571,154.94,77.1
10572,182.88,79.8
10573,170.18,68.0
10574,187.96,79.8
10575,175.26,62.1
10576,154.94,74.8
10577,170.18,68.0
10578,198.12,97.1
10579,172.72,74.8
10580,152.4,74.8
10581,193.04,84.8
10582,172.72,69.9
10583,182.88,76.2
10584,182.88,78.0
10585,152.4,69.9
10586,190.5,84.8
10587,193.04,88.9
10588,187.96,83.0
10589,187.96,78.0
10590,175.26,67.1
10591,187.96,86.2
10592,154.94,78.0
10593,175.26,64.9
10594,167.64,64.0
10595,185.42,74.8
10596,152.4,74.8
10597,190.5,83.0
10598,175.26,64.0
10599,185.42,83.0
10600,190.5,88.0
10601,152.4,72.1
10602,187.96,74.8
10603,172.72,73.9
10604,152.4,71.2
10605,152.4,74.8
10606,182.88,73.9
10607,154.94,72.1
10608,193.04,81.2
10609,182.88,83.0
10610,185.42,76.2
10611,187.96,88.0
10612,175.26,71.2
10613,182.88,79.8
10614,152.4,67.1
10615,185.42,79.8
10616,185.42,84.8
10617,152.4,78.0
10618,152.4,76.2
10619,152.4,77.1
10620,187.96,73.9
10621,187.96,78.0
10622,152.4,74.8
10623,175.26,73.9
10624,175.26,69.9
10625,190.5,83.0
10626,182.88,78.9
10627,195.58,89.8
10628,185.42,73.9
10629,182.88,74.8
10630,182.88,73.9
10631,193.04,86.2
10632,187.96,69.9
10633,154.94,73.9
10634,154.94,74.8
10635,182.88,74.8
10636,172.72,64.0
10637,172.72,67.1
10638,182.88,79.8
10639,182.88,76.2
10640,170.18,73.0
10641,193.04,79.8
10642,170.18,73.9
10643,182.88,81.2
10644,182.88,83.0
10645,193.04,93.0
10646,185.42,73.9
10647,152.4,69.9
10648,182.88,83.9
10649,182.88,74.8
10650,170.18,73.9
10651,175.26,72.1
10652,154.94,68.0
10653,185.42,77.1
10654,187.96,68.0
10655,182.88,82.1
10656,182.88,74.8
10657,182.88,73.0
10658,175.26,64.9
10659,185.42,74.8
10660,152.4,69.9
10661,154.94,73.0
10662,182.88,73.0
10663,175.26,68.0
10664,182.88,81.2
10665,154.94,78.9
10666,187.96,82.1
10667,182.88,73.0
10668,187.96,84.8
10669,172.72,63.0
10670,182.88,71.2
10671,185.42,76.2
10672,190.5,78.0
10673,175.26,69.9
10674,182.88,73.0
10675,152.4,72.1
10676,185.42,86.2
10677,154.94,73.0
10678,185.42,82.1
10679,154.94,82.1
10680,185.42,81.2
10681,165.1,74.8
10682,182.88,78.0
10683,187.96,83.0
10684,190.5,74.8
10685,154.94,74.8
10686,152.4,73.0
10687,172.72,59.9
10688,152.4,73.9
10689,175.26,69.9
10690,175.26,71.2
10691,175.26,72.1
10692,187.96,79.8
10693,175.26,72.1
10694,172.72,66.2
10695,182.88,77.1
10696,182.88,79.8
10697,193.04,89.8
10698,154.94,78.0
10699,154.94,68.9
10700,154.94,69.9
10701,152.4,64.9
10702,182.88,71.2
10703,154.94,74.8
10704,175.26,69.9
10705,154.94,77.1
10706,190.5,83.0
10707,154.94,69.9
10708,170.18,68.9
10709,185.42,76.2
10710,190.5,87.1
10711,190.5,78.9
10712,154.94,78.9
10713,152.4,68.0
10714,187.96,83.0
10715,170.18,68.9
10716,154.94,72.1
10717,182.88,74.8
10718,152.4,81.2
10719,175.26,68.9
10720,154.94,69.9
10721,193.04,83.0
10722,152.4,69.9
10723,182.88,73.9
10724,167.64,62.1
10725,187.96,78.0
10726,152.4,68.9
10727,187.96,79.8
10728,170.18,64.9
10729,190.5,83.9
10730,172.72,68.9
10731,154.94,83.9
10732,152.4,68.9
10733,182.88,68.9
10734,187.96,73.9
10735,187.96,73.9
10736,172.72,73.0
10737,182.88,77.1
10738,175.26,73.0
10739,170.18,64.9
10740,170.18,68.9
10741,175.26,71.2
10742,187.96,78.0
10743,175.26,71.2
10744,170.18,64.9
10745,190.5,92.1
10746,182.88,77.1
10747,187.96,79.8
10748,182.88,89.8
10749,190.5,86.2
10750,154.94,69.9
10751,187.96,79.8
10752,185.42,73.0
10753,172.72,59.9
10754,195.58,89.8
10755,167.64,60.8
10756,172.72,67.1
10757,185.42,77.1
10758,185.42,81.2
10759,152.4,74.8
10760,154.94,76.2
10761,154.94,76.2
10762,170.18,72.1
10763,193.04,93.0
10764,154.94,78.0
10765,152.4,73.0
10766,193.04,87.1
10767,182.88,74.8
10768,175.26,73.0
10769,190.5,76.2
10770,187.96,82.1
10771,152.4,72.1
10772,175.26,68.9
10773,185.42,72.1
10774,154.94,73.0
10775,152.4,74.8
10776,175.26,73.9
10777,182.88,72.1
10778,190.5,76.2
10779,190.5,73.0
10780,172.72,74.8
10781,152.4,76.2
10782,182.88,81.2
10783,185.42,79.8
10784,170.18,62.1
10785,172.72,68.9
10786,175.26,68.9
10787,154.94,76.2
10788,182.88,78.0
10789,154.94,73.9
10790,185.42,79.8
10791,182.88,74.8
10792,154.94,76.2
10793,193.04,71.2
10794,187.96,83.0
10795,182.88,73.0
10796,152.4,64.9
10797,152.4,72.1
10798,154.94,69.9
10799,172.72,67.1
10800,187.96,73.0
10801,187.96,79.8
10802,182.88,87.1
10803,187.96,87.1
10804,172.72,63.0
10805,187.96,84.8
10806,187.96,73.9
10807,195.58,88.9
10808,175.26,68.9
10809,175.26,74.8
10810,182.88,71.2
10811,175.26,79.8
10812,185.42,78.0
10813,182.88,81.2
10814,187.96,74.8
10815,182.88,77.1
10816,175.26,69.9
10817,185.42,81.2
10818,182.88,77.1
10819,170.18,64.9
10820,182.88,78.0
10821,185.42,82.1
10822,154.94,77.1
10823,152.4,68.0
10824,187.96,74.8
10825,152.4,72.1
10826,175.26,59.0
10827,154.94,69.9
10828,185.42,69.9
10829,152.4,74.8
10830,182.88,78.0
10831,175.26,68.0
10832,154.94,78.0
10833,185.42,79.8
10834,187.96,78.0
10835,152.4,77.1
10836,175.26,73.0
10837,182.88,77.1
10838,187.96,83.0
10839,172.72,68.0
10840,182.88,79.8
10841,175.26,68.0
10842,187.96,81.2
10843,185.42,83.0
10844,167.64,71.2
10845,182.88,78.9
10846,182.88,82.1
10847,170.18,64.0
10848,187.96,79.8
10849,154.94,73.9
10850,190.5,79.8
10851,154.94,69.9
10852,175.26,73.9
10853,182.88,78.9
10854,175.26,78.0
10855,154.94,74.8
10856,185.42,74.8
10857,187.96,78.9
10858,152.4,68.9
10859,193.04,79.8
10860,152.4,68.9
10861,154.94,69.9
10862,182.88,64.0
10863,175.26,69.9
10864,152.4,71.2
10865,154.94,72.1
10866,154.94,76.2
10867,187.96,78.0
10868,182.88,86.2
10869,185.42,77.1
10870,190.5,86.2
10871,185.42,81.2
10872,152.4,71.2
10873,187.96,87.1
10874,154.94,79.8
10875,154.94,78.9
10876,152.4,64.9
10877,167.64,54.9
10878,154.94,74.8
10879,172.72,64.9
10880,152.4,67.1
10881,154.94,83.0
10882,154.94,79.8
10883,190.5,82.1
10884,187.96,69.9
10885,195.58,83.9
10886,152.4,76.2
10887,190.5,84.8
10888,170.18,73.9
10889,190.5,83.9
10890,172.72,78.0
10891,152.4,74.8
10892,187.96,82.1
10893,187.96,88.0
10894,195.58,93.9
10895,175.26,73.0
10896,193.04,92.1
10897,187.96,79.8
10898,152.4,73.9
10899,193.04,78.0
10900,182.88,73.0
10901,187.96,69.9
10902,152.4,73.0
10903,154.94,76.2
10904,187.96,78.9
10905,175.26,72.1
10906,187.96,78.9
10907,175.26,73.9
10908,175.26,68.0
10909,170.18,71.2
10910,154.94,74.8
10911,175.26,67.1
10912,170.18,69.9
10913,165.1,62.1
10914,154.94,73.0
10915,185.42,68.9
10916,187.96,78.9
10917,154.94,86.2
10918,167.64,64.9
10919,187.96,83.9
10920,193.04,83.0
10921,190.5,83.9
10922,187.96,96.2
10923,182.88,78.9
10924,182.88,73.0
10925,175.26,72.1
10926,152.4,68.0
10927,152.4,67.1
10928,190.5,81.2
10929,152.4,77.1
10930,152.4,79.8
10931,193.04,86.2
10932,182.88,83.0
10933,182.88,86.2
10934,193.04,78.0
10935,172.72,68.0
10936,182.88,78.9
10937,152.4,71.2
10938,170.18,76.2
10939,190.5,88.0
10940,193.04,93.0
10941,170.18,67.1
10942,152.4,73.9
10943,172.72,72.1
10944,193.04,82.1
10945,182.88,73.9
10946,154.94,73.9
10947,175.26,64.9
10948,182.88,79.8
10949,152.4,74.8
10950,154.94,72.1
10951,152.4,72.1
10952,182.88,73.0
10953,195.58,83.9
10954,187.96,87.1
10955,182.88,71.2
10956,190.5,83.0
10957,175.26,64.9
10958,187.96,77.1
10959,187.96,76.2
10960,190.5,79.8
10961,172.72,72.1
10962,187.96,84.8
10963,182.88,78.0
10964,172.72,68.0
10965,152.4,64.9
10966,185.42,87.1
10967,182.88,76.2
10968,170.18,73.0
10969,170.18,68.9
10970,190.5,84.8
10971,154.94,73.9
10972,182.88,78.9
10973,187.96,72.1
10974,190.5,78.0
10975,190.5,88.0
10976,175.26,69.9
10977,175.26,73.0
10978,154.94,78.0
10979,182.88,82.1
10980,165.1,66.2
10981,182.88,74.8
10982,175.26,73.0
10983,185.42,73.9
10984,182.88,76.2
10985,187.96,72.1
10986,185.42,69.9
10987,172.72,64.9
10988,154.94,72.1
10989,172.72,68.0
10990,182.88,82.1
10991,175.26,72.1
10992,182.88,73.9
10993,154.94,74.8
10994,185.42,72.1
10995,187.96,77.1
10996,160.02,58.1
10997,187.96,77.1
10998,193.04,74.8
10999,182.88,77.1
11000,182.88,77.1
11001,154.94,76.2
11002,185.42,79.8
11003,154.94,73.9
11004,175.26,69.9
11005,187.96,82.1
11006,154.94,76.2
11007,175.26,66.2
11008,193.04,83.9
11009,195.58,86.2
11010,175.26,66.2
11011,193.04,93.0
11012,154.94,72.1
11013,185.42,73.9
11014,187.96,84.8
11015,154.94,73.0
11016,152.4,69.9
11017,175.26,73.0
11018,187.96,81.2
11019,187.96,79.8
11020,175.26,66.2
11021,154.94,73.9
11022,190.5,79.8
11023,175.26,68.0
11024,182.88,78.0
11025,193.04,82.1
11026,182.88,74.8
11027,152.4,69.9
11028,172.72,64.9
11029,167.64,60.8
11030,182.88,73.9
11031,185.42,73.9
11032,152.4,73.0
11033,165.1,57.2
11034,187.96,78.9
11035,154.94,71.2
11036,170.18,62.1
11037,154.94,76.2
11038,193.04,88.9
11039,172.72,71.2
11040,175.26,67.1
11041,170.18,68.0
11042,185.42,81.2
11043,187.96,72.1
11044,193.04,84.8
11045,187.96,79.8
11046,190.5,78.9
11047,185.42,78.9
11048,170.18,77.1
11049,190.5,88.9
11050,154.94,73.0
11051,182.88,74.8
11052,154.94,76.2
11053,165.1,58.1
11054,152.4,62.1
11055,152.4,74.8
11056,154.94,71.2
11057,182.88,83.0
11058,182.88,73.0
11059,182.88,78.0
11060,172.72,72.1
11061,187.96,73.0
11062,182.88,78.9
11063,152.4,64.0
11064,187.96,83.9
11065,175.26,72.1
11066,182.88,78.0
11067,154.94,74.8
11068,154.94,69.9
11069,172.72,69.9
11070,170.18,68.9
11071,182.88,78.0
11072,170.18,62.1
11073,193.04,88.0
11074,154.94,69.9
11075,154.94,68.9
11076,175.26,72.1
11077,154.94,73.0
11078,175.26,63.0
11079,170.18,67.1
11080,154.94,78.0
11081,182.88,77.1
11082,175.26,78.0
11083,152.4,64.0
11084,172.72,68.0
11085,190.5,87.1
11086,182.88,78.0
11087,187.96,84.8
11088,152.4,72.1
11089,175.26,59.9
11090,175.26,68.0
11091,152.4,76.2
11092,152.4,77.1
11093,170.18,64.9
11094,152.4,71.2
11095,152.4,79.8
11096,182.88,81.2
11097,185.42,78.0
11098,175.26,69.9
11099,172.72,68.0
11100,152.4,77.1
11101,193.04,98.0
11102,152.4,73.9
11103,182.88,77.1
11104,170.18,66.2
11105,152.4,110.2
11106,175.26,69.9
11107,185.42,84.8
11108,182.88,78.0
11109,182.88,76.2
11110,170.18,62.1
11111,154.94,74.8
11112,152.4,71.2
11113,198.12,81.2
11114,190.5,87.1
11115,152.4,63.0
11116,152.4,84.8
11117,154.94,73.0
11118,152.4,73.9
11119,182.88,79.8
11120,154.94,74.8
11121,154.94,78.9
11122,165.1,54.9
11123,154.94,71.2
11124,175.26,68.0
11125,154.94,77.1
11126,175.26,69.9
11127,182.88,73.0
11128,185.42,76.2
11129,190.5,83.9
11130,185.42,83.0
11131,187.96,91.2
11132,187.96,78.0
11133,172.72,67.1
11134,154.94,72.1
11135,152.4,73.0
11136,190.5,81.2
11137,182.88,78.9
11138,185.42,78.9
11139,187.96,76.2
11140,154.94,78.9
11141,154.94,67.1
11142,182.88,77.1
11143,190.5,98.9
11144,185.42,78.9
11145,185.42,84.8
11146,152.4,77.1
11147,175.26,73.9
11148,175.26,71.2
11149,185.42,77.1
11150,185.42,72.1
11151,175.26,73.9
11152,152.4,72.1
11153,193.04,77.1
11154,187.96,78.0
11155,154.94,73.9
11156,175.26,68.0
11157,152.4,69.9
11158,182.88,78.9
11159,154.94,64.9
11160,175.26,68.0
11161,167.64,76.2
11162,152.4,73.0
11163,182.88,76.2
11164,170.18,67.1
11165,175.26,73.9
11166,190.5,89.8
11167,182.88,74.8
11168,154.94,78.0
11169,152.4,68.0
11170,190.5,72.1
11171,172.72,72.1
11172,182.88,82.1
11173,182.88,74.8
11174,187.96,73.0
11175,170.18,66.2
11176,172.72,66.2
11177,190.5,84.8
11178,182.88,78.0
11179,185.42,84.8
11180,187.96,76.2
11181,152.4,76.2
11182,190.5,88.0
11183,187.96,76.2
11184,182.88,77.1
11185,154.94,69.9
11186,172.72,71.2
11187,185.42,79.8
11188,182.88,79.8
11189,193.04,86.2
11190,187.96,84.8
11191,182.88,79.8
11192,152.4,79.8
11193,187.96,89.8
11194,170.18,59.9
11195,175.26,68.9
11196,185.42,79.8
11197,154.94,73.9
11198,172.72,69.9
11199,190.5,87.1
11200,182.88,76.2
11201,182.88,69.9
11202,167.64,71.2
11203,187.96,86.2
11204,185.42,73.0
11205,175.26,71.2
11206,193.04,78.9
11207,172.72,69.9
11208,167.64,68.9
11209,185.42,69.9
11210,170.18,68.9
11211,172.72,68.0
11212,175.26,74.8
11213,185.42,78.0
11214,154.94,78.9
11215,172.72,71.2
11216,175.26,64.0
11217,175.26,68.0
11218,187.96,87.1
11219,187.96,86.2
11220,187.96,78.9
11221,182.88,77.1
11222,185.42,83.0
11223,152.4,64.0
11224,172.72,69.9
11225,185.42,83.9
11226,154.94,73.9
11227,190.5,73.0
11228,175.26,68.9
11229,182.88,79.8
11230,152.4,73.9
11231,154.94,76.2
11232,182.88,79.8
11233,154.94,78.9
11234,175.26,67.1
11235,154.94,78.9
11236,182.88,74.8
11237,187.96,84.8
11238,182.88,77.1
11239,152.4,74.8
11240,175.26,73.0
11241,152.4,67.1
11242,154.94,73.9
11243,182.88,74.8
11244,187.96,76.2
11245,175.26,68.0
11246,185.42,78.9
11247,175.26,68.9
11248,172.72,69.9
11249,187.96,79.8
11250,175.26,73.0
11251,185.42,82.1
11252,187.96,82.1
11253,185.42,81.2
11254,187.96,88.9
11255,187.96,83.0
11256,185.42,74.8
11257,152.4,74.8
11258,187.96,79.8
11259,175.26,74.8
11260,152.4,73.0
11261,152.4,68.9
11262,185.42,78.0
11263,152.4,73.9
11264,152.4,77.1
11265,152.4,77.1
11266,182.88,84.8
11267,154.94,68.0
11268,187.96,88.9
11269,172.72,66.2
11270,152.4,73.0
11271,182.88,69.9
11272,172.72,69.9
11273,182.88,74.8
11274,175.26,77.1
11275,182.88,81.2
11276,154.94,81.2
11277,187.96,74.8
11278,187.96,78.0
11279,152.4,72.1
11280,170.18,68.0
11281,182.88,78.9
11282,190.5,81.2
11283,154.94,64.9
11284,154.94,74.8
11285,190.5,82.1
11286,154.94,69.9
11287,175.26,73.0
11288,152.4,77.1
11289,152.4,69.9
11290,152.4,73.9
11291,172.72,67.1
11292,190.5,81.2
11293,182.88,77.1
11294,175.26,68.0
11295,195.58,92.1
11296,170.18,68.0
11297,175.26,73.9
11298,152.4,73.9
11299,154.94,64.9
11300,152.4,73.9
11301,154.94,74.8
11302,193.04,76.2
11303,187.96,74.8
11304,167.64,78.0
11305,187.96,94.8
11306,152.4,77.1
11307,152.4,71.2
11308,152.4,77.1
11309,185.42,74.8
11310,187.96,93.0
11311,175.26,62.1
11312,175.26,78.0
11313,185.42,84.8
11314,185.42,81.2
11315,175.26,73.9
11316,170.18,64.9
11317,175.26,73.0
11318,185.42,79.8
11319,187.96,79.8
11320,154.94,78.9
11321,172.72,72.1
11322,154.94,69.9
11323,170.18,67.1
11324,175.26,69.9
11325,182.88,78.0
11326,182.88,78.9
11327,152.4,76.2
11328,182.88,74.8
11329,152.4,69.9
11330,182.88,67.1
11331,182.88,76.2
11332,172.72,71.2
11333,152.4,71.2
11334,185.42,74.8
11335,170.18,64.9
11336,154.94,74.8
11337,190.5,86.2
11338,182.88,73.9
11339,175.26,67.1
11340,175.26,68.0
11341,195.58,92.1
11342,187.96,76.2
11343,154.94,64.9
11344,175.26,71.2
11345,172.72,69.9
11346,170.18,71.2
11347,175.26,69.9
11348,187.96,74.8
11349,187.96,73.9
11350,175.26,66.2
11351,154.94,74.8
11352,182.88,82.1
11353,182.88,79.8
11354,187.96,88.0
11355,182.88,81.2
11356,187.96,81.2
11357,152.4,73.9
11358,175.26,64.9
11359,185.42,69.9
11360,182.88,73.0
11361,170.18,73.0
11362,185.42,72.1
11363,182.88,76.2
11364,182.88,77.1
11365,193.04,91.2
11366,185.42,78.9
11367,185.42,68.9
11368,152.4,64.0
11369,193.04,79.8
11370,190.5,84.8
11371,154.94,73.0
11372,152.4,76.2
11373,170.18,63.0
11374,185.42,76.2
11375,193.04,81.2
11376,182.88,69.9
11377,198.12,88.0
11378,170.18,67.1
11379,185.42,74.8
11380,152.4,64.9
11381,175.26,69.9
11382,172.72,63.0
11383,193.04,68.9
11384,185.42,82.1
11385,185.42,81.2
11386,185.42,77.1
11387,182.88,83.9
11388,182.88,78.9
11389,172.72,68.0
11390,152.4,73.0
11391,185.42,74.8
11392,193.04,78.9
11393,185.42,78.9
11394,187.96,83.0
11395,185.42,76.2
11396,175.26,74.8
11397,154.94,76.2
11398,182.88,81.2
11399,185.42,78.9
11400,187.96,88.0
11401,182.88,68.9
11402,170.18,64.9
11403,193.04,93.0
11404,152.4,78.9
11405,187.96,83.0
11406,152.4,76.2
11407,182.88,77.1
11408,152.4,73.0
11409,175.26,68.0
11410,175.26,69.9
11411,175.26,66.2
11412,154.94,79.8
11413,185.42,77.1
11414,185.42,79.8
11415,152.4,69.9
11416,152.4,77.1
11417,167.64,73.0
11418,152.4,73.0
11419,182.88,72.1
11420,187.96,81.2
11421,152.4,71.2
11422,172.72,68.0
11423,175.26,60.8
11424,154.94,76.2
11425,187.96,81.2
11426,152.4,63.0
11427,182.88,74.8
11428,190.5,88.0
11429,187.96,82.1
11430,154.94,74.8
11431,187.96,83.9
11432,170.18,68.9
11433,182.88,74.8
11434,182.88,77.1
11435,154.94,72.1
11436,182.88,72.1
11437,193.04,84.8
11438,182.88,78.0
11439,154.94,74.8
11440,182.88,69.9
11441,152.4,74.8
11442,154.94,73.9
11443,182.88,74.8
11444,187.96,79.8
11445,187.96,88.9
11446,175.26,73.0
11447,175.26,66.2
11448,190.5,84.8
11449,154.94,68.0
11450,190.5,83.0
11451,152.4,77.1
11452,167.64,63.0
11453,175.26,71.2
11454,182.88,76.2
11455,185.42,82.1
11456,152.4,77.1
11457,185.42,68.0
11458,154.94,74.8
11459,175.26,77.1
11460,182.88,73.0
11461,154.94,76.2
11462,175.26,67.1
11463,154.94,69.9
11464,154.94,74.8
11465,152.4,68.0
11466,175.26,68.9
11467,175.26,68.0
11468,182.88,77.1
11469,182.88,73.9
11470,187.96,86.2
11471,170.18,69.9
11472,154.94,69.9
11473,152.4,74.8
11474,152.4,72.1
11475,152.4,82.1
11476,152.4,77.1
11477,172.72,76.2
11478,172.72,71.2
11479,154.94,79.8
11480,175.26,78.0
11481,175.26,68.9
11482,167.64,68.0
11483,152.4,73.9
11484,175.26,68.0
11485,185.42,74.8
11486,182.88,76.2
11487,172.72,71.2
11488,152.4,66.2
11489,187.96,91.2
11490,185.42,74.8
11491,187.96,72.1
11492,165.1,64.9
11493,170.18,60.8
11494,182.88,79.8
11495,172.72,69.9
11496,175.26,76.2
11497,175.26,73.0
11498,185.42,78.0
11499,182.88,74.8
11500,187.96,84.8
11501,187.96,78.9
11502,187.96,83.0
11503,175.26,68.0
11504,175.26,64.0
11505,182.88,79.8
11506,154.94,72.1
11507,152.4,69.9
11508,154.94,89.8
11509,175.26,77.1
11510,187.96,71.2
11511,182.88,77.1
11512,175.26,71.2
11513,187.96,78.9
11514,190.5,78.0
11515,182.88,79.8
11516,182.88,74.8
11517,152.4,69.9
11518,175.26,77.1
11519,187.96,79.8
11520,154.94,78.9
11521,190.5,79.8
11522,190.5,82.1
11523,175.26,64.9
11524,152.4,69.9
11525,154.94,66.2
11526,152.4,72.1
11527,190.5,88.0
11528,187.96,83.0
11529,175.26,73.0
11530,154.94,78.9
11531,172.72,68.0
11532,182.88,74.8
11533,182.88,76.2
11534,152.4,73.0
11535,175.26,74.8
11536,154.94,67.1
11537,175.26,71.2
11538,182.88,76.2
11539,152.4,72.1
11540,152.4,78.0
11541,190.5,88.0
11542,154.94,78.9
11543,187.96,83.9
11544,185.42,78.9
11545,185.42,76.2
11546,170.18,64.0
11547,152.4,66.2
11548,185.42,79.8
11549,190.5,89.8
11550,175.26,69.9
11551,190.5,83.0
11552,182.88,64.9
11553,185.42,81.2
11554,185.42,73.9
11555,165.1,64.0
11556,175.26,77.1
11557,185.42,79.8
11558,182.88,73.0
11559,193.04,79.8
11560,154.94,73.9
11561,182.88,78.0
11562,193.04,81.2
11563,170.18,67.1
11564,170.18,67.1
11565,170.18,62.1
11566,152.4,68.0
11567,154.94,82.1
11568,182.88,83.9
11569,170.18,64.9
11570,182.88,83.0
11571,152.4,67.1
11572,154.94,78.9
11573,172.72,72.1
11574,182.88,89.8
11575,182.88,71.2
11576,182.88,77.1
11577,195.58,83.9
11578,154.94,82.1
11579,182.88,74.8
11580,154.94,71.2
11581,185.42,78.9
11582,172.72,74.8
11583,152.4,66.2
11584,182.88,74.8
11585,187.96,74.8
11586,193.04,84.8
11587,182.88,79.8
11588,170.18,59.9
11589,193.04,83.0
11590,175.26,72.1
11591,182.88,69.9
11592,190.5,83.0
11593,154.94,74.8
11594,152.4,81.2
11595,182.88,74.8
11596,182.88,74.8
11597,182.88,76.2
11598,185.42,82.1
11599,190.5,79.8
11600,187.96,79.8
11601,175.26,77.1
11602,167.64,67.1
11603,187.96,78.0
11604,185.42,74.8
11605,182.88,92.1
11606,182.88,78.9
11607,170.18,64.9
11608,170.18,64.9
11609,152.4,68.9
11610,170.18,64.9
11611,154.94,71.2
11612,182.88,93.9
11613,182.88,76.2
11614,170.18,67.1
11615,182.88,77.1
11616,185.42,74.8
11617,190.5,88.0
11618,182.88,69.9
11619,152.4,73.9
11620,182.88,74.8
11621,195.58,82.1
11622,175.26,71.2
11623,172.72,67.1
11624,175.26,68.0
11625,193.04,83.9
11626,175.26,66.2
11627,175.26,64.9
11628,182.88,73.9
11629,187.96,77.1
11630,170.18,64.9
11631,154.94,71.2
11632,187.96,83.0
11633,190.5,82.1
11634,187.96,83.0
11635,175.26,73.9
11636,167.64,60.8
11637,190.5,79.8
11638,193.04,87.1
11639,190.5,86.2
11640,182.88,74.8
11641,154.94,84.8
11642,175.26,69.9
11643,175.26,73.9
11644,187.96,78.9
11645,172.72,71.2
11646,172.72,72.1
11647,170.18,72.1
11648,175.26,68.9
11649,152.4,84.8
11650,190.5,89.8
11651,154.94,77.1
11652,154.94,81.2
11653,172.72,68.0
11654,195.58,82.1
11655,190.5,92.1
11656,170.18,74.8
11657,170.18,59.9
11658,152.4,69.9
11659,193.04,83.9
11660,185.42,83.9
11661,152.4,69.9
11662,152.4,76.2
11663,154.94,69.9
11664,165.1,64.9
11665,190.5,82.1
11666,152.4,64.0
11667,182.88,76.2
11668,175.26,73.0
11669,167.64,64.0
11670,193.04,83.9
11671,167.64,69.9
11672,152.4,67.1
11673,170.18,69.9
11674,170.18,68.0
11675,182.88,79.8
11676,182.88,73.0
11677,152.4,73.0
11678,182.88,78.0
11679,172.72,62.1
11680,182.88,78.0
11681,182.88,76.2
11682,170.18,64.9
11683,190.5,88.0
11684,175.26,63.0
11685,190.5,107.0
11686,175.26,66.2
11687,185.42,78.9
11688,185.42,64.9
11689,152.4,68.9
11690,187.96,78.0
11691,152.4,72.1
11692,187.96,86.2
11693,190.5,78.0
11694,185.42,86.2
11695,154.94,69.9
11696,170.18,71.2
11697,187.96,84.8
11698,154.94,72.1
11699,172.72,59.9
11700,152.4,76.2
11701,187.96,78.0
11702,152.4,77.1
11703,152.4,76.2
11704,154.94,81.2
11705,154.94,77.1
11706,187.96,76.2
11707,182.88,76.2
11708,175.26,66.2
11709,182.88,73.9
11710,187.96,72.1
11711,182.88,83.0
11712,182.88,73.0
11713,193.04,84.8
11714,187.96,78.0
11715,182.88,79.8
11716,172.72,66.2
11717,154.94,78.9
11718,172.72,63.0
11719,170.18,69.9
11720,154.94,73.9
11721,175.26,74.8
11722,185.42,81.2
11723,152.4,69.9
11724,182.88,69.9
11725,182.88,84.8
11726,182.88,69.9
11727,175.26,74.8
11728,154.94,74.8
11729,172.72,74.8
11730,152.4,73.0
11731,193.04,84.8
11732,182.88,69.9
11733,182.88,78.0
11734,182.88,78.9
11735,154.94,68.0
11736,185.42,77.1
